star_rating,review_score,review_date
5,0.5719,2015/8/21
5,0.9595,2015/8/21
5,0.8925,2015/8/20
5,0.8829,2015/8/20
4,0.7092,2015/8/20
5,0.5859,2015/8/20
2,-0.3071,2015/8/20
4,0.6141,2015/8/20
5,0.6597,2015/8/20
3,0.6249,2015/8/20
5,0.9807,2015/8/20
4,0.3708,2015/8/20
5,0.5719,2015/8/20
2,0.5574,2015/8/20
5,0.9143,2015/8/20
4,0.9947,2015/8/19
5,0.6369,2015/8/19
5,0.838,2015/8/19
5,0.8087,2015/8/19
3,0,2015/8/19
3,0.9775,2015/8/19
5,0.7906,2015/8/19
5,-0.5535,2015/8/19
5,0.9719,2015/8/19
5,0.7506,2015/8/19
5,0.8684,2015/8/19
4,0.9451,2015/8/19
5,0.7379,2015/8/19
5,0.8455,2015/8/18
5,0.6696,2015/8/18
4,0.2732,2015/8/18
1,0,2015/8/18
3,0.7456,2015/8/18
1,0.9248,2015/8/18
5,0.8416,2015/8/18
5,0.3818,2015/8/18
5,0.9189,2015/8/18
5,0.8271,2015/8/18
5,0.7371,2015/8/18
5,0.6369,2015/8/18
1,-0.3404,2015/8/18
5,0.1154,2015/8/18
5,0.7419,2015/8/18
1,0,2015/8/18
3,0,2015/8/18
5,0.4926,2015/8/18
3,0.9473,2015/8/17
4,0.8012,2015/8/17
5,0,2015/8/17
5,0.6249,2015/8/17
5,0.6474,2015/8/17
3,0.8176,2015/8/17
3,-0.8922,2015/8/17
4,0.8074,2015/8/17
4,0.7579,2015/8/17
5,0.4404,2015/8/17
4,0.8476,2015/8/17
5,0.4404,2015/8/17
5,0.7184,2015/8/17
5,0.7339,2015/8/17
1,-0.765,2015/8/17
3,0.9672,2015/8/17
1,0.2244,2015/8/17
2,0.912,2015/8/17
4,0.875,2015/8/16
5,0.8343,2015/8/16
3,0.4019,2015/8/16
5,0.9805,2015/8/16
1,-0.5684,2015/8/16
5,0.983,2015/8/16
5,0.9761,2015/8/16
5,0.6369,2015/8/16
5,0.9938,2015/8/15
5,0.9941,2015/8/15
4,0.9983,2015/8/15
2,0.4926,2015/8/15
4,0,2015/8/15
5,0.6249,2015/8/15
5,0.9884,2015/8/15
5,0.6696,2015/8/15
5,0.9645,2015/8/15
5,0,2015/8/15
4,0.7003,2015/8/15
5,0.9877,2015/8/15
5,0.8743,2015/8/15
5,0.8865,2015/8/14
3,-0.4023,2015/8/14
5,0.9849,2015/8/14
5,0.6808,2015/8/14
4,0.9001,2015/8/14
5,0.7004,2015/8/14
2,-0.0426,2015/8/14
5,0,2015/8/14
5,0.855,2015/8/14
5,0.9348,2015/8/14
5,0.9846,2015/8/13
5,0.9754,2015/8/13
5,-0.5388,2015/8/13
5,0.8658,2015/8/13
3,0.9744,2015/8/13
3,-0.813,2015/8/13
5,0.8877,2015/8/13
5,0.9988,2015/8/13
5,0.9501,2015/8/13
5,0,2015/8/13
4,0.9954,2015/8/13
5,0.9149,2015/8/13
5,0.9923,2015/8/12
4,-0.4734,2015/8/12
5,0.8392,2015/8/12
3,0.2362,2015/8/12
1,-0.8544,2015/8/12
1,0.7096,2015/8/12
5,0.9665,2015/8/12
4,0.6249,2015/8/12
5,0.8228,2015/8/12
1,-0.7088,2015/8/12
3,0.8171,2015/8/12
5,0.9078,2015/8/12
5,0.9676,2015/8/11
5,0,2015/8/11
4,0.6988,2015/8/11
3,0.3058,2015/8/11
5,0.6369,2015/8/11
5,0.6696,2015/8/11
4,0.891,2015/8/11
4,0.8554,2015/8/11
5,0.5719,2015/8/11
3,-0.7878,2015/8/11
5,0.6249,2015/8/11
5,0.8011,2015/8/11
4,0.7506,2015/8/11
5,0.9472,2015/8/11
5,0.9612,2015/8/11
5,0.6369,2015/8/11
2,0.0258,2015/8/11
5,0.978,2015/8/11
5,0.7244,2015/8/11
2,0.3753,2015/8/11
5,0.9796,2015/8/11
5,0.9225,2015/8/11
4,0.6369,2015/8/11
4,0.5859,2015/8/10
5,0.5719,2015/8/10
5,0.7351,2015/8/10
4,0.743,2015/8/10
5,0.5962,2015/8/10
4,0.8898,2015/8/10
2,0.4366,2015/8/10
5,0.4927,2015/8/10
5,0,2015/8/10
5,0.9042,2015/8/10
4,0.5719,2015/8/10
5,0.8221,2015/8/10
5,0.7644,2015/8/10
5,0,2015/8/10
5,0.8481,2015/8/10
5,0.9645,2015/8/9
4,0.91,2015/8/9
5,0,2015/8/9
5,0.6369,2015/8/9
5,0.9589,2015/8/9
5,0.0516,2015/8/9
1,-0.8085,2015/8/9
5,0.8961,2015/8/9
5,0.9426,2015/8/9
3,0.6486,2015/8/9
5,0.3612,2015/8/9
5,0.9522,2015/8/9
2,0.101,2015/8/8
4,0.9699,2015/8/8
1,0.5574,2015/8/8
3,0.6652,2015/8/8
1,0,2015/8/8
5,0.9808,2015/8/8
5,0.7947,2015/8/8
5,0.5621,2015/8/8
5,0.9097,2015/8/8
5,0.4754,2015/8/8
5,0.8316,2015/8/7
2,0.7402,2015/8/7
5,0,2015/8/7
4,0.8934,2015/8/7
5,0.8633,2015/8/7
5,0.4404,2015/8/7
5,0.501,2015/8/7
5,0.9837,2015/8/7
4,0.4215,2015/8/7
2,0.7783,2015/8/7
5,0.8268,2015/8/7
5,0.3989,2015/8/7
5,0.9034,2015/8/7
2,-0.4883,2015/8/7
5,0.8456,2015/8/7
4,0.944,2015/8/7
5,0.7906,2015/8/7
5,0.7537,2015/8/7
1,-0.5308,2015/8/7
5,0.8975,2015/8/7
5,0.9825,2015/8/6
5,0.9758,2015/8/6
1,0.0451,2015/8/6
5,0,2015/8/6
4,0.7269,2015/8/6
1,-0.4129,2015/8/6
4,0.6408,2015/8/6
5,0.384,2015/8/6
3,0.5267,2015/8/6
5,0.5859,2015/8/6
5,0.9224,2015/8/6
5,0.886,2015/8/6
5,0.3523,2015/8/6
3,0,2015/8/6
5,0.9311,2015/8/5
5,0.9133,2015/8/5
5,0.6696,2015/8/5
5,0.8115,2015/8/5
3,0.3054,2015/8/5
2,-0.3182,2015/8/5
4,0.875,2015/8/5
5,0.88,2015/8/5
4,0.9519,2015/8/5
5,0.5719,2015/8/5
2,0,2015/8/5
3,-0.1884,2015/8/4
1,-0.6261,2015/8/4
5,0.9133,2015/8/4
1,-0.4019,2015/8/4
5,0.4404,2015/8/4
3,0,2015/8/4
1,0.6249,2015/8/4
1,-0.3802,2015/8/4
4,0.8316,2015/8/4
2,-0.4588,2015/8/4
5,0.9593,2015/8/4
3,0,2015/8/4
5,0.9806,2015/8/3
4,0.742,2015/8/3
5,0.9738,2015/8/3
2,0.3818,2015/8/3
5,0.6369,2015/8/3
4,0.3612,2015/8/3
5,0.7103,2015/8/3
5,0.9003,2015/8/3
5,0.4927,2015/8/3
5,0.5719,2015/8/3
5,0.9726,2015/8/3
5,0.9455,2015/8/3
5,0.6249,2015/8/2
3,-0.6808,2015/8/2
5,0.969,2015/8/2
5,0.5719,2015/8/2
2,-0.1536,2015/8/2
5,0.858,2015/8/2
5,0.4927,2015/8/2
3,0.962,2015/8/2
5,0.5423,2015/8/1
1,-0.3089,2015/8/1
5,0.9874,2015/8/1
5,0.9542,2015/8/1
5,0.742,2015/8/1
5,0.8833,2015/8/1
5,0.9083,2015/8/1
4,0.6124,2015/8/1
1,-0.4675,2015/8/1
5,0.6249,2015/8/1
5,0.8722,2015/8/1
5,0.9186,2015/7/31
5,0.7717,2015/7/31
5,0,2015/7/31
5,0.7003,2015/7/31
4,0.6369,2015/7/31
5,0,2015/7/31
5,0.8745,2015/7/31
4,0.7299,2015/7/30
4,-0.8402,2015/7/30
2,0,2015/7/30
5,0.859,2015/7/30
5,0.9606,2015/7/30
5,0.9767,2015/7/30
5,0.9931,2015/7/30
3,0,2015/7/30
5,0.8953,2015/7/30
5,0.9335,2015/7/29
5,0.5106,2015/7/29
5,0.6249,2015/7/29
5,0.6114,2015/7/29
4,0.7574,2015/7/29
2,-0.1832,2015/7/29
4,0.8725,2015/7/28
5,0.6652,2015/7/28
4,0.6892,2015/7/28
4,0.7082,2015/7/28
5,0.8016,2015/7/28
1,-0.8702,2015/7/28
4,0.6616,2015/7/28
3,0.296,2015/7/28
3,0.7482,2015/7/28
5,0.9654,2015/7/28
5,0.3612,2015/7/28
5,0.4754,2015/7/28
5,0.9938,2015/7/28
5,0.5927,2015/7/28
5,0.6249,2015/7/28
1,-0.5423,2015/7/28
5,0.9589,2015/7/28
5,0.9186,2015/7/28
1,0.3372,2015/7/28
5,0.7957,2015/7/28
5,0.4698,2015/7/28
3,0.4241,2015/7/27
5,0.9785,2015/7/27
5,0.939,2015/7/27
2,-0.0366,2015/7/27
5,0.8392,2015/7/27
5,0.6115,2015/7/27
3,0,2015/7/27
3,-0.8501,2015/7/27
5,0.4926,2015/7/27
5,0.6588,2015/7/27
4,0.6249,2015/7/27
5,0.6114,2015/7/27
5,0.9312,2015/7/27
5,0.6369,2015/7/27
5,0.7845,2015/7/27
5,0.4404,2015/7/27
4,0.9789,2015/7/27
4,0.4926,2015/7/27
5,0.8519,2015/7/26
5,0.9273,2015/7/26
5,0.6115,2015/7/26
1,0.3956,2015/7/26
5,0.9234,2015/7/26
5,0,2015/7/26
1,-0.8427,2015/7/26
1,0.8783,2015/7/25
5,0.7163,2015/7/25
3,0.9897,2015/7/25
5,0.8756,2015/7/25
4,0.3987,2015/7/25
4,0.4404,2015/7/25
5,0.6864,2015/7/25
5,0.9621,2015/7/25
1,-0.8227,2015/7/25
4,0,2015/7/25
5,0,2015/7/25
5,0.8655,2015/7/25
1,-0.947,2015/7/25
5,0.9968,2015/7/25
2,0.1901,2015/7/25
5,0.9001,2015/7/25
5,0.7906,2015/7/25
1,-0.34,2015/7/25
3,0.802,2015/7/25
5,0.9465,2015/7/25
4,0.717,2015/7/24
4,0.7858,2015/7/24
5,0.9458,2015/7/24
2,0,2015/7/24
4,0.7845,2015/7/24
5,0,2015/7/24
5,0.6588,2015/7/24
3,0.7897,2015/7/24
5,0.9368,2015/7/23
5,0.6689,2015/7/23
5,0.8555,2015/7/23
5,0.9168,2015/7/23
5,0.9575,2015/7/23
5,0,2015/7/23
5,0.9989,2015/7/23
1,0.6369,2015/7/23
5,0.848,2015/7/23
1,0.3182,2015/7/23
5,0.9324,2015/7/23
5,0.8588,2015/7/23
1,0,2015/7/23
4,0.431,2015/7/23
4,0.2023,2015/7/22
5,0.9215,2015/7/22
4,0.4927,2015/7/22
5,0.4215,2015/7/22
4,0.4588,2015/7/22
5,0.9748,2015/7/22
5,0.9062,2015/7/22
5,0.6369,2015/7/22
5,0.9311,2015/7/22
3,-0.5864,2015/7/22
5,0.969,2015/7/22
5,0.6369,2015/7/22
5,0.9815,2015/7/22
5,0.9352,2015/7/22
5,0.6239,2015/7/22
4,-0.1406,2015/7/22
3,0.9534,2015/7/21
4,0.4926,2015/7/21
1,-0.6248,2015/7/21
3,0.7424,2015/7/21
5,0.6249,2015/7/21
5,0.9733,2015/7/21
5,0.7252,2015/7/21
5,0.8588,2015/7/21
5,0.9477,2015/7/21
5,0.7345,2015/7/21
5,0.8807,2015/7/21
5,0.978,2015/7/21
5,-0.2481,2015/7/21
5,0.9559,2015/7/20
4,0.8036,2015/7/20
5,0.8519,2015/7/20
5,0.4215,2015/7/20
2,0.5319,2015/7/20
5,0.6249,2015/7/20
5,0.4404,2015/7/20
5,0.8555,2015/7/20
4,0.3382,2015/7/20
1,-0.0052,2015/7/20
1,0.7681,2015/7/20
5,0.886,2015/7/20
5,0.6249,2015/7/19
5,0.6249,2015/7/19
5,0.9231,2015/7/19
1,0,2015/7/19
4,0.7579,2015/7/19
5,0.4404,2015/7/19
5,0.9061,2015/7/19
5,0.6249,2015/7/19
5,0.6808,2015/7/19
5,0.9332,2015/7/19
5,0.6369,2015/7/19
5,0.8142,2015/7/19
5,0.4927,2015/7/19
3,0.3067,2015/7/18
5,0.8804,2015/7/18
5,0.9974,2015/7/18
2,-0.4767,2015/7/18
5,0.974,2015/7/18
1,0,2015/7/18
5,0.3989,2015/7/18
5,0.7707,2015/7/18
5,0.9356,2015/7/18
4,0.3716,2015/7/18
5,-0.4738,2015/7/18
5,0.807,2015/7/17
5,0.9022,2015/7/17
4,0.5399,2015/7/17
1,-0.79,2015/7/17
5,0.6588,2015/7/17
5,0.9001,2015/7/17
5,0.9231,2015/7/17
3,0.7783,2015/7/17
5,0.6331,2015/7/17
1,0,2015/7/16
3,0.765,2015/7/16
4,0.804,2015/7/16
4,0.8225,2015/7/16
5,0.6588,2015/7/16
5,0.9637,2015/7/16
5,0.6369,2015/7/16
5,0.7705,2015/7/16
4,0,2015/7/16
4,0.8201,2015/7/16
5,0.8402,2015/7/16
5,0.9052,2015/7/16
4,0.7184,2015/7/16
5,0.3804,2015/7/16
5,0.782,2015/7/16
5,0.9794,2015/7/16
5,0.9033,2015/7/15
2,-0.2617,2015/7/15
1,-0.2434,2015/7/15
5,0.8481,2015/7/15
5,0.6369,2015/7/15
3,-0.4404,2015/7/15
1,-0.7862,2015/7/15
5,0.6696,2015/7/15
4,0.8085,2015/7/15
5,0.8744,2015/7/15
5,0.9001,2015/7/15
1,0.3321,2015/7/15
4,0.296,2015/7/14
1,-0.2993,2015/7/14
1,-0.8779,2015/7/14
2,0,2015/7/14
5,0.8722,2015/7/14
2,0.468,2015/7/14
3,-0.8442,2015/7/14
1,0.451,2015/7/14
5,0.765,2015/7/14
5,0.8173,2015/7/14
4,0.6908,2015/7/14
2,-0.2732,2015/7/14
3,0,2015/7/14
5,0.9481,2015/7/13
5,0,2015/7/13
5,-0.1546,2015/7/13
1,0.3515,2015/7/13
5,0,2015/7/13
3,0,2015/7/13
5,0.6784,2015/7/13
5,0.836,2015/7/13
5,0.9246,2015/7/13
3,0.9643,2015/7/13
4,0.9366,2015/7/13
5,0.6249,2015/7/13
5,0.6369,2015/7/13
5,0.8689,2015/7/13
5,0.6369,2015/7/13
1,-0.8191,2015/7/12
5,0.7964,2015/7/12
5,0.8957,2015/7/12
5,0.7906,2015/7/12
5,0.6864,2015/7/12
2,0.0772,2015/7/12
5,0.9633,2015/7/12
5,0.4926,2015/7/12
5,0.7572,2015/7/12
5,0.6249,2015/7/12
5,0.6249,2015/7/12
4,0.8745,2015/7/11
4,0.7876,2015/7/11
5,0.4754,2015/7/11
5,0.9365,2015/7/11
5,0.9118,2015/7/11
5,0.9117,2015/7/11
4,0.4215,2015/7/11
1,0.6419,2015/7/11
5,0.8213,2015/7/10
3,-0.092,2015/7/10
4,0.9559,2015/7/10
5,0.9268,2015/7/10
4,0.8684,2015/7/10
5,0.9368,2015/7/10
5,0.4404,2015/7/10
5,0.7902,2015/7/10
5,0.9631,2015/7/10
5,0.7579,2015/7/10
2,0.1901,2015/7/10
5,-0.0516,2015/7/10
5,0.8772,2015/7/9
5,0,2015/7/9
5,0.8271,2015/7/9
2,0.6067,2015/7/9
5,0.6249,2015/7/9
5,0.2732,2015/7/9
5,0.9289,2015/7/9
3,0.2382,2015/7/9
5,0.9857,2015/7/9
5,0.9643,2015/7/9
4,0.8158,2015/7/9
5,0.7003,2015/7/9
5,0.4404,2015/7/9
5,0.9783,2015/7/9
5,0.8271,2015/7/8
5,0.8155,2015/7/8
3,0.5386,2015/7/8
5,0.7003,2015/7/8
4,0.9432,2015/7/8
4,0.7063,2015/7/8
5,0.9682,2015/7/8
2,0.0772,2015/7/8
5,0.8824,2015/7/8
5,0.9215,2015/7/8
1,0.296,2015/7/7
5,0.6114,2015/7/7
5,0.4753,2015/7/7
1,0.8495,2015/7/7
5,0.8655,2015/7/7
4,0.3612,2015/7/7
5,0.9415,2015/7/7
5,0.8655,2015/7/7
4,0.6249,2015/7/7
5,0.9847,2015/7/7
4,0.9496,2015/7/7
1,0.3612,2015/7/6
5,0.8979,2015/7/6
3,-0.7518,2015/7/6
4,0.3716,2015/7/6
3,-0.5106,2015/7/6
3,0.3919,2015/7/6
5,0.8481,2015/7/6
4,0.4404,2015/7/6
5,0.9796,2015/7/6
5,0.9214,2015/7/6
5,0.5994,2015/7/6
5,0.7482,2015/7/5
5,0.9584,2015/7/5
5,0.8934,2015/7/5
4,-0.1447,2015/7/5
4,0.3384,2015/7/5
3,-0.296,2015/7/5
5,0.7906,2015/7/5
5,0,2015/7/5
5,0.9343,2015/7/4
5,0.9081,2015/7/4
5,0.7904,2015/7/4
5,0.5568,2015/7/4
5,0.6369,2015/7/4
4,0.8709,2015/7/4
3,-0.5334,2015/7/4
5,0.9214,2015/7/4
5,0.9094,2015/7/4
2,0.8701,2015/7/4
5,0.6249,2015/7/3
4,0.9677,2015/7/3
4,0.6588,2015/7/3
5,0.4215,2015/7/3
4,0.9218,2015/7/3
3,0.7783,2015/7/3
5,0.6369,2015/7/3
5,0.9875,2015/7/3
3,-0.6426,2015/7/3
5,0.94,2015/7/3
5,0.7906,2015/7/2
1,-0.652,2015/7/2
2,-0.5411,2015/7/2
5,0.993,2015/7/2
4,0.8664,2015/7/2
1,-0.4184,2015/7/2
5,0.7269,2015/7/2
5,0.958,2015/7/2
5,0.9568,2015/7/2
5,0.7639,2015/7/2
1,-0.5719,2015/7/2
1,0,2015/7/2
5,0.6696,2015/7/2
5,0.7264,2015/7/1
5,0.4404,2015/7/1
5,0.9538,2015/7/1
4,0.969,2015/7/1
5,0.5994,2015/7/1
5,0.6124,2015/7/1
5,0.7717,2015/7/1
5,0.8807,2015/6/30
5,0.5719,2015/6/30
5,0.7906,2015/6/30
5,0.8481,2015/6/30
5,0.8974,2015/6/30
4,0.9144,2015/6/30
4,0.9689,2015/6/30
5,0.5411,2015/6/29
5,0.7345,2015/6/29
4,0.699,2015/6/29
3,0.4679,2015/6/29
5,0.5719,2015/6/29
3,0,2015/6/29
2,-0.1531,2015/6/29
5,0.6467,2015/6/29
5,0.6588,2015/6/29
5,0.6249,2015/6/29
5,0.4927,2015/6/29
5,0.9638,2015/6/29
5,0.8975,2015/6/29
1,0.6696,2015/6/29
5,0.93,2015/6/28
5,0.8524,2015/6/28
5,0.1779,2015/6/28
5,-0.3681,2015/6/28
5,0.836,2015/6/28
5,0.8934,2015/6/28
3,0.9757,2015/6/27
1,-0.8379,2015/6/27
2,0,2015/6/27
5,0.9887,2015/6/27
5,0.6696,2015/6/27
4,0.7906,2015/6/26
3,0,2015/6/26
5,0.4404,2015/6/26
3,0.0258,2015/6/26
4,0,2015/6/26
5,0.6496,2015/6/25
2,0.4939,2015/6/25
4,0.9334,2015/6/25
5,0.8074,2015/6/25
5,0.9719,2015/6/25
4,-0.5216,2015/6/25
5,0.9081,2015/6/25
3,0.9389,2015/6/25
3,0.3565,2015/6/25
2,0,2015/6/24
4,0.7771,2015/6/24
5,0.8805,2015/6/24
1,-0.8629,2015/6/24
4,0.1901,2015/6/24
5,0.5719,2015/6/24
5,0.765,2015/6/24
5,0.3612,2015/6/24
3,0.4404,2015/6/24
5,0.9643,2015/6/24
5,0.6808,2015/6/24
5,0.9631,2015/6/24
4,0.6597,2015/6/23
5,0.9285,2015/6/23
3,0,2015/6/23
1,0,2015/6/23
5,0.5719,2015/6/23
5,0.8481,2015/6/23
5,0.9599,2015/6/23
1,-0.4404,2015/6/23
5,0.8829,2015/6/23
5,0.5859,2015/6/22
5,0.981,2015/6/22
5,0.6249,2015/6/22
5,0.8588,2015/6/22
5,0.9169,2015/6/22
5,0.8316,2015/6/22
2,-0.5574,2015/6/22
5,0.6249,2015/6/22
5,0,2015/6/22
2,0,2015/6/22
5,0.7096,2015/6/21
3,-0.2867,2015/6/21
5,0.8717,2015/6/21
4,0.6369,2015/6/21
4,-0.3937,2015/6/21
3,0,2015/6/21
5,0.2732,2015/6/21
2,-0.5962,2015/6/21
4,0.9581,2015/6/21
5,0.9454,2015/6/21
4,0.2732,2015/6/21
5,0.8316,2015/6/21
4,0.9141,2015/6/20
5,0.8747,2015/6/20
5,0.91,2015/6/20
5,0.8126,2015/6/20
5,0.8334,2015/6/20
5,0.7003,2015/6/20
4,0.8126,2015/6/20
1,0,2015/6/20
4,0.973,2015/6/20
5,0.9371,2015/6/19
5,0.4215,2015/6/19
5,0.9813,2015/6/19
2,-0.5255,2015/6/19
5,0.7902,2015/6/19
5,0.8242,2015/6/19
4,0.431,2015/6/19
4,0.8807,2015/6/19
5,0.7577,2015/6/19
5,0.5719,2015/6/19
4,0.8934,2015/6/19
5,0.9258,2015/6/19
1,0.6542,2015/6/19
4,0.8591,2015/6/19
2,0.9069,2015/6/19
5,0.5719,2015/6/19
5,0.6369,2015/6/18
1,0.1796,2015/6/18
5,0.9595,2015/6/18
5,0.6369,2015/6/18
1,-0.0772,2015/6/18
1,-0.5553,2015/6/18
5,-0.4164,2015/6/18
3,-0.1303,2015/6/18
3,-0.3713,2015/6/18
4,0,2015/6/18
5,0.5719,2015/6/18
5,0.807,2015/6/18
1,-0.4066,2015/6/17
5,0.7717,2015/6/17
5,0.6249,2015/6/17
5,0.5093,2015/6/17
1,0,2015/6/17
3,-0.296,2015/6/17
5,0.9112,2015/6/17
5,0.9655,2015/6/17
1,-0.7845,2015/6/17
5,0.979,2015/6/17
5,0.4404,2015/6/17
5,0.8915,2015/6/16
5,0.4648,2015/6/16
1,-0.5574,2015/6/16
5,0.6249,2015/6/16
5,0.7845,2015/6/16
5,0.3535,2015/6/16
5,0.9246,2015/6/16
5,-0.3285,2015/6/16
4,0.5789,2015/6/16
5,0.923,2015/6/16
5,0.5719,2015/6/16
2,0.1406,2015/6/16
5,0.8531,2015/6/16
5,0.4404,2015/6/16
3,0.3716,2015/6/16
5,0.7845,2015/6/15
5,0.9042,2015/6/15
5,0.7579,2015/6/15
3,0,2015/6/15
5,0.6369,2015/6/15
3,0.1154,2015/6/15
5,0,2015/6/15
1,-0.476,2015/6/15
5,0.9106,2015/6/15
5,0.8016,2015/6/15
5,0.6696,2015/6/15
5,0.8781,2015/6/15
5,0.4404,2015/6/15
5,0.296,2015/6/15
5,0.8118,2015/6/15
5,0.6114,2015/6/14
5,0.8172,2015/6/14
5,0.6652,2015/6/14
5,0.8877,2015/6/14
5,0.6808,2015/6/14
3,-0.1531,2015/6/14
5,0.3612,2015/6/14
5,0.6114,2015/6/14
5,0.6588,2015/6/14
5,0.6249,2015/6/14
5,0.9895,2015/6/14
5,0.9886,2015/6/14
5,0.8849,2015/6/13
5,0.9567,2015/6/13
5,0.9365,2015/6/13
5,0.9162,2015/6/13
5,0.9245,2015/6/13
4,0,2015/6/13
5,0.8587,2015/6/13
3,0.296,2015/6/13
5,0.786,2015/6/13
5,0.836,2015/6/13
1,-0.7424,2015/6/13
5,0.8217,2015/6/13
5,0.9153,2015/6/12
5,0.8745,2015/6/12
5,0.7057,2015/6/12
3,0.8655,2015/6/12
5,0.6369,2015/6/12
1,-0.5256,2015/6/12
4,0.6837,2015/6/12
5,0.9337,2015/6/12
1,-0.197,2015/6/12
1,0.1195,2015/6/12
5,0.9794,2015/6/12
2,-0.8442,2015/6/12
5,0.9657,2015/6/11
4,0.7783,2015/6/11
5,0.8298,2015/6/11
5,0.9324,2015/6/11
5,0.8805,2015/6/11
4,0.383,2015/6/11
5,0.6908,2015/6/11
5,0.2714,2015/6/11
5,0.7184,2015/6/11
5,-0.2625,2015/6/11
5,0,2015/6/11
3,0.296,2015/6/11
5,0.7887,2015/6/11
4,0.8583,2015/6/10
5,0.6239,2015/6/10
5,0.9858,2015/6/10
5,0.875,2015/6/10
4,0.7264,2015/6/10
2,0.9236,2015/6/10
5,0.9442,2015/6/10
5,0.7906,2015/6/10
5,0.8873,2015/6/10
1,-0.8442,2015/6/10
5,0.9418,2015/6/10
5,0,2015/6/10
5,0.8957,2015/6/9
5,0.6249,2015/6/9
5,0.9382,2015/6/9
5,0.5719,2015/6/9
5,0.4927,2015/6/9
4,0.807,2015/6/9
5,0.765,2015/6/9
3,0,2015/6/9
4,0.5719,2015/6/9
3,0.9928,2015/6/9
3,0.4404,2015/6/9
5,0.6115,2015/6/9
5,-0.0516,2015/6/9
5,0.8211,2015/6/9
5,0.9499,2015/6/9
4,0.9325,2015/6/9
5,0.9524,2015/6/9
3,-0.4404,2015/6/9
5,0,2015/6/8
5,0.9477,2015/6/8
4,0.4404,2015/6/8
2,-0.6066,2015/6/8
4,0.2732,2015/6/8
5,0,2015/6/8
1,-0.8433,2015/6/8
4,0.5889,2015/6/8
5,0.6249,2015/6/8
5,0.8622,2015/6/8
5,0.9231,2015/6/8
5,0.6369,2015/6/8
5,0.926,2015/6/8
1,0.6124,2015/6/8
5,0.94,2015/6/8
5,0.9719,2015/6/7
5,0.8481,2015/6/7
1,-0.8176,2015/6/7
4,0.9793,2015/6/7
5,0.9578,2015/6/7
4,0.9713,2015/6/7
5,0.6005,2015/6/7
5,0.7067,2015/6/7
