helpfulnessRatio,review_score,review_modifier_ratio,nlpScore,verified_purchase,vine
0.8,0.9616,0,0.870370292,1,0
0.666666667,0.9468,0.006329114,0.810340083,1,0
0.5,0.6249,0,0.644440485,1,0
0.5,0.7955,0,0.813305517,1,0
0.5,0.3875,0,0.617320208,1,0
0.5,0.3948,0,0.828898348,1,0
0.5,0,0,0.693128958,1,0
0.5,-0.395,0,0.693109768,1,0
0.666666667,0.9069,0,0.847121667,1,0
0.5,0.6239,0,0.869720172,1,0
0.5,0.8172,0,0.842275728,1,0
0.5,0.3182,0,0.559299325,0,0
0.5,0.9814,0,0.814181495,1,0
0.5,0.9693,0.005813953,0.871498633,1,0
0.5,-0.1419,0,0.798010538,1,0
0.5,0,0,0.800483096,1,0
0.5,0.7184,0,0.840483576,1,0
0.5,0.8805,0.02,0.788721362,1,0
0.5,0.9792,0.006493506,0.867438785,1,0
0.5,0.7496,0,0.686362091,1,0
0.5,0.6369,0,0.716459978,1,0
0.5,0.128,0,0.693957858,1,0
0.5,0,0,0.568376771,1,0
0.5,0.8738,0,0.844960824,1,0
0.666666667,0.1901,0,0.789117099,1,0
0.5,0.6696,0,0.738506604,1,0
0.5,0.4404,0,0.625395707,1,0
0.5,0.7964,0,0.782060983,1,0
0.5,0.6696,0,0.765482772,1,0
0.5,0.9218,0,0.848440415,1,0
0.5,0.9619,0.00877193,0.857580962,1,0
0.5,0.2309,0.011764706,0.811021558,1,0
0.333333333,-0.6593,0.016666667,0.805836915,1,0
0.6,0.9388,0,0.798459473,1,0
0.5,-0.4767,0.009803922,0.790785109,1,0
0.5,0.9185,0,0.838155913,1,0
0.5,0.9473,0.0041841,0.856650019,1,0
0.5,0.4404,0,0.623401038,1,0
0.5,-0.3087,0.00729927,0.824259427,1,0
0.5,0.908,0,0.88532456,1,0
0.5,0.2263,0,0.708703357,1,0
0.5,0.9097,0.021978022,0.797505463,0,0
0.5,0.9755,0,0.830531146,1,0
0.5,0.5719,0,0.855302995,1,0
0.5,0.966,0.013888889,0.831851922,1,0
0.5,0,0,0.744883576,1,0
0.5,0.9633,0,0.862438429,1,0
0.5,0.7568,0,0.877245172,1,0
0.5,0.6114,0.008474576,0.841256936,1,0
0.5,0.75,0,0.808209952,1,0
0.5,0.9183,0,0.805326959,1,0
0.5,0.9313,0,0.860356439,1,0
0.5,0.6249,0,0.676152826,1,0
0.5,0.8555,0.019607843,0.781764712,1,0
0.5,0.784,0,0.66990439,1,0
0.5,0.5719,0,0.864320955,1,0
0.5,0.7836,0.014705882,0.818071525,1,0
0.5,0.9321,0.031746032,0.813484991,0,0
0.5,0.7088,0,0.879609388,0,0
0.5,0.784,0,0.66990439,1,0
0.5,0.69,0,0.738815793,1,0
0.5,0.6936,0,0.847907777,1,0
0.666666667,0.7096,0.006097561,0.839861314,1,0
0.5,0.9694,0.012195122,0.807942832,1,0
0.5,0.9048,0.00456621,0.839254645,1,0
0.5,0.6696,0,0.81379764,1,0
0.5,0.6369,0.022222222,0.711632258,1,0
0.5,-0.4939,0.012987013,0.798737385,1,0
0.5,0.765,0,0.802623645,1,0
0.5,0,0.00877193,0.825199336,1,0
0.5,0,0,0.786673768,1,0
0.5,0.4678,0,0.818030489,1,0
0.5,0.6696,0,0.803243502,0,0
0.5,0.9531,0.006396588,0.833337838,1,0
0.5,0.9284,0.003787879,0.832072052,1,0
0.5,0.4754,0.028571429,0.728547389,1,0
0.5,0.6892,0,0.80797731,1,0
0.5,0.9359,0,0.812188579,1,0
0.5,0,0,0.711881081,1,0
0.5,0.6988,0,0.763042126,1,0
0.75,0.9447,0,0.830194462,1,0
0.5,0.296,0,0.816708881,1,0
0.5,0,0.041666667,0.636500243,1,0
0.5,0.9001,0,0.707151557,1,0
0.5,0.2252,0,0.843566556,1,0
0.5,0.632,0,0.770991359,1,0
0.5,0.5949,0,0.770991359,1,0
0.5,0.9272,0,0.86493217,1,0
0.5,0.903,0,0.792466255,1,0
0.5,0.835,0,0.824952456,1,0
0.875,0,0,0.755557824,1,0
0.5,0.9036,0.005952381,0.83253573,1,0
0.5,-0.9105,0,0.819401156,1,0
0.5,0.7633,0.006289308,0.8451972,1,0
0.5,0.9217,0,0.851845773,1,0
0.333333333,0,0,0.712637279,1,0
0.5,0.0433,0,0.842037169,1,0
0.5,0.9376,0.004237288,0.84661007,1,0
0.5,0.9001,0,0.696845736,1,0
0.5,0.9231,0.003236246,0.856952842,1,0
0.5,0.636,0,0.701899212,1,0
0.5,0.9179,0.007936508,0.81016283,1,0
0.5,0.4404,0,0.76542887,1,0
0.5,0.4588,0,0.856144958,1,0
0.5,0.9325,0,0.866621334,1,0
0.5,-0.4466,0,0.781851882,1,0
0.5,0.25,0.027027027,0.822459435,1,0
0.5,0.9787,0.01025641,0.828267668,1,0
0.5,0.4588,0,0.830243939,1,0
0.666666667,0,0,0.610919187,1,0
0.5,0.5989,0,0.691484681,1,0
0.5,0.9485,0,0.822810265,1,0
0.5,0.4588,0,0.86496259,0,0
0.5,0.8173,0,0.750733462,1,0
0.5,0.93,0,0.845405101,1,0
0.5,0.7906,0,0.817257003,1,0
0.5,0.3716,0.010989011,0.807534491,1,0
0.333333333,0.9531,0,0.824784618,0,0
0.5,0.3544,0,0.817802322,0,0
0.5,0.9348,0,0.851801038,0,0
0.5,0.7184,0.014814815,0.831864835,1,0
0.666666667,0.9682,0.012244898,0.82680692,1,0
0.5,-0.3164,0,0.826637876,1,0
0.5,0.1098,0.007556675,0.857410225,1,0
0.5,0.83,0.014285714,0.806345674,1,0
0.5,0.9508,0,0.854837308,1,0
0.5,0.5315,0,0.81636481,1,0
0.5,0.984,0.015463918,0.860986606,1,0
0.5,0.0296,0.020833333,0.85811001,1,0
0.5,0.8497,0.027777778,0.73025388,1,0
0.5,0.6461,0.025,0.731769538,1,0
0.5,0.9516,0,0.858799506,1,0
0.5,0.5949,0,0.770991359,1,0
0.5,0.5994,0,0.785134074,1,0
0.5,0.6468,0.020833333,0.736584244,1,0
0.5,0.3794,0,0.70692137,1,0
0.666666667,0.9183,0.002347418,0.87098309,1,0
0.5,0.4588,0,0.751167445,1,0
0.5,0.8299,0,0.806098271,1,0
0.666666667,0.3818,0,0.795613575,1,0
0.5,0,0,0.64131954,1,0
0.5,0.9517,0.013513514,0.8126839,1,0
0.333333333,-0.8655,0,0.837160773,1,0
0.625,0.9271,0.007594937,0.823773339,1,0
0.5,0,0,0.735351482,1,0
0.5,-0.4973,0.024390244,0.798784182,1,0
0.333333333,0.9274,0.011811024,0.770206167,1,0
0.5,0.941,0,0.84287443,1,0
0.5,0.8935,0,0.794754044,1,0
0.5,0.8622,0.014285714,0.819383039,1,0
0.5,0.8438,0.007407407,0.867016588,1,0
0.5,0.7169,0,0.86722198,1,0
0.5,0,0,0.756676839,1,0
0.5,0.8217,0,0.704309557,1,0
0.833333333,0.9582,0.004484305,0.846593502,1,0
0.5,0.8715,0,0.59147095,1,0
0.857142857,0.8928,0,0.868087267,1,0
0.5,0.8544,0,0.756668166,1,0
0.5,0,0,0.790961118,1,0
0.5,0,0,0.65868871,1,0
0.666666667,0.8316,0,0.787784796,1,0
0.5,0.9202,0,0.863376068,1,0
0.5,0.6683,0,0.802955202,1,0
0.5,0.9827,0,0.873192928,1,0
0.333333333,0,0.035714286,0.633169587,1,0
0.5,0.9904,0,0.850813214,1,0
0.5,0,0,0.665336272,1,0
0.5,0.2263,0,0.818543039,1,0
0.5,0.9474,0.011904762,0.83600439,1,0
0.5,0.8442,0,0.80539594,1,0
0.5,0.885,0,0.834895733,1,0
0.5,0.9484,0,0.854983313,1,0
0.5,0.8972,0,0.832409365,1,0
0.5,0.9802,0.002941176,0.879895408,1,0
0.5,0.9632,0,0.841758383,1,0
0.666666667,0.6645,0,0.783088243,1,0
0.5,-0.4215,0,0.800950275,1,0
0.5,0.9246,0,0.849809951,1,0
0.5,0.9542,0.001410437,0.887213455,1,0
0.5,0.4404,0,0.575501275,1,0
0.5,-0.4215,0,0.797420559,1,0
0.333333333,-0.5664,0.015267176,0.819623326,1,0
0.5,0.7574,0,0.759194425,1,0
0.5,0.4588,0,0.838675274,1,0
0.666666667,0.9895,0,0.878006262,0,0
0.5,0.4404,0,0.621750886,1,0
0.5,-0.9151,0.002739726,0.871984181,1,0
0.5,0.3233,0,0.824892694,1,0
0.5,0.8403,0,0.779810561,1,0
0.6,0.9127,0,0.850675341,1,0
0.9,0.8937,0.017167382,0.851132228,1,0
0.75,0.9431,0.002257336,0.87273639,1,0
0.5,0.9136,0,0.83981675,1,0
0.5,-0.1232,0,0.758937816,1,0
0.5,0.941,0,0.810560514,1,0
0.666666667,0.8519,0,0.622759925,1,0
0.5,0.9146,0,0.817128648,1,0
0.5,0.7579,0,0.831281981,1,0
0.833333333,0.2491,0,0.834277296,1,0
0.5,-0.9018,0,0.810478469,1,0
0.5,0.647,0,0.795282454,1,0
0.5,0.7717,0,0.824566255,1,0
0.857142857,0.802,0.004901961,0.834313809,0,0
0.5,0.6369,0,0.860580594,1,0
0.5,0.4404,0,0.725808335,1,0
0.5,0.9153,0,0.825302588,1,0
0.5,0.9228,0.014084507,0.788594052,1,0
0.5,0.8934,0,0.803172317,1,0
0.5,0.5061,0,0.832987235,1,0
0.5,0.7249,0,0.834618152,1,0
0.5,0.4404,0,0.575501275,1,0
0.5,0.9732,0.004048583,0.872200265,1,0
0.5,0.6249,0,0.764043112,1,0
0.5,0.8684,0,0.728558979,1,0
0.5,0.9349,0,0.876589531,1,0
0.5,0.8074,0,0.803845702,1,0
0.5,0.8689,0,0.780571367,1,0
0.5,0.3634,0,0.860593665,1,0
0.5,0.6476,0.008333333,0.835110959,1,0
0.5,0.9638,0.008196721,0.828340244,0,0
0.5,0.7593,0,0.832072019,1,0
0.5,0.4215,0,0.730285338,1,0
0.5,0.902,0,0.771317889,1,0
0.333333333,0,0,0.85747806,1,0
0.5,0.6249,0,0.640402783,1,0
0.5,0.6696,0,0.834041554,1,0
0.666666667,0.7396,0,0.823581928,1,0
0.5,-0.5553,0,0.618046988,1,0
0.7,0,0,0.639031349,1,0
0.5,0.5302,0,0.740512104,1,0
0.5,0.8151,0,0.818124483,1,0
0.5,0.6249,0,0.640402783,1,0
0.5,0.807,0,0.837777187,1,0
0.5,0.8591,0,0.866201039,1,0
0.666666667,-0.0521,0.004065041,0.784010391,1,0
0.5,0.6369,0,0.806714932,1,0
0.5,0.4215,0,0.730285338,1,0
0.7,-0.4005,0,0.747387168,1,0
0.5,0.9987,0.00324412,0.878751183,1,0
0.666666667,0.9314,0,0.813200139,1,0
0.5,-0.0839,0.014423077,0.850032834,1,0
0.5,0.9049,0,0.819102192,1,0
0.5,0.939,0,0.835286315,1,0
0.5,0.6249,0,0.644440485,1,0
0.5,0.6249,0,0.805710353,1,0
0.5,0.7844,0,0.780269844,1,0
0.5,0.5719,0,0.614175953,1,0
0.5,-0.1556,0.006289308,0.854532863,1,0
0.5,0,0,0.673750697,1,0
0.5,0.7759,0,0.853037108,1,0
0.5,0.4404,0,0.621750886,1,0
0.5,0.7887,0,0.841007777,1,0
0.5,0.4939,0,0.801548777,1,0
0.5,0.926,0.004807692,0.833462452,1,0
0.5,0.9577,0.007575758,0.871659762,0,0
0.5,0.4588,0,0.741990747,1,0
0.5,0.5095,0.05,0.746624595,1,0
0.5,0.9578,0,0.816575725,0,0
0.5,0.5106,0,0.878634271,1,0
0.5,0.7034,0,0.640402783,1,0
0.5,-0.4019,0,0.790666163,1,0
0.5,0,0.012195122,0.792571649,1,0
0.5,0.9348,0,0.833951484,1,0
0.5,0.8827,0,0.818022123,1,0
0.333333333,0.9817,0.005309735,0.872956993,1,0
0.5,0.6131,0,0.868937202,1,0
0.5,0.867,0.001552795,0.877139402,1,0
0.5,0.6696,0.018518519,0.836372561,1,0
0.5,0.6785,0.023255814,0.830622042,1,0
0.5,-0.0767,0,0.813269765,1,0
0.666666667,0.8555,0,0.857995872,1,0
0.5,0.674,0,0.760718544,1,0
0.5,0.3716,0.010869565,0.797277137,1,0
0.5,0.4215,0,0.613854489,1,0
0.5,0.5945,0,0.739292764,0,0
0.5,0.8478,0,0.865365756,1,0
0.5,0.6249,0,0.640402783,1,0
0.5,0.8016,0,0.826808336,1,0
0.5,0.9589,0.013071895,0.838649834,1,0
0.333333333,0.34,0.014814815,0.848329645,1,0
0.5,-0.4019,0,0.839583106,1,0
0.5,0.6808,0,0.752405372,1,0
0.5,0.9571,0.013605442,0.82723081,1,0
0.5,0.6696,0.027777778,0.800928436,1,0
0.5,0.9807,0.003278689,0.87823713,1,0
0.5,0.5719,0,0.71939991,1,0
0.5,0.92,0,0.858509171,1,0
0.5,0.9081,0,0.853258112,1,0
0.5,0.8391,0,0.79314982,1,0
0.5,0.4404,0.011173184,0.801055678,1,0
0.5,0.9665,0,0.868208589,1,0
0.5,0.5719,0,0.841851865,1,0
0.5,0.7506,0.013888889,0.813674967,1,0
0.5,0.7034,0,0.768252614,0,0
0.5,0.9255,0,0.774376473,1,0
0.5,0.8268,0.011764706,0.802739321,1,0
0.5,0.5719,0,0.675034896,1,0
0.8,0.8607,0.005524862,0.833182283,1,0
0.333333333,0.9167,0.005714286,0.819244122,1,0
0.666666667,0.9577,0.015625,0.853902926,1,0
0.5,0.9712,0.00754717,0.83715257,0,0
0.5,0.924,0.009345794,0.842305402,0,0
0.5,0.8434,0.004008016,0.84521072,1,0
0.5,-0.7147,0.002531646,0.875134754,1,0
0.5,-0.4767,0,0.676172788,0,0
0.5,0.4978,0.004098361,0.784160968,1,0
0.5,0.9704,0.012195122,0.848784321,1,0
0.5,0.6679,0,0.869285022,1,0
0.5,0.8707,0.019230769,0.803185604,1,0
0.666666667,0.2382,0,0.757178909,1,0
0.5,0.8752,0.005405405,0.877416612,1,0
0.75,0.9841,0.006825939,0.865598303,0,0
0.5,0.9728,0,0.86044867,1,0
0.5,0.9654,0.005747126,0.839715445,1,0
0.5,0.6679,0,0.869285022,1,0
0.5,0.8697,0.008695652,0.814269413,1,0
0.5,0.9492,0.008849558,0.864425104,1,0
0.5,0.974,0,0.858390845,1,0
0.333333333,0.3359,0,0.855030838,1,0
0.5,0,0,0.702202941,1,0
0.5,0.729,0,0.767972612,1,0
0.5,0.8684,0,0.783462284,1,0
0.5,0.9298,0.003039514,0.848688795,1,0
0.5,0.9359,0,0.887220744,1,0
0.5,0.8405,0.005405405,0.807504632,1,0
0.5,0.7906,0,0.744718172,1,0
0.5,0.6467,0,0.614175953,1,0
0.5,0.8483,0,0.828328203,1,0
0.5,0.8715,0,0.796079332,1,0
0.5,0.6784,0,0.617740584,1,0
0.5,0.705,0,0.784463051,1,0
0.5,0.9099,0,0.86317322,1,0
0.5,0.5719,0,0.614175953,1,0
0.5,0.7901,0,0.834307849,0,0
0.5,0.6476,0,0.822750211,1,0
0.5,0.6249,0,0.644440485,1,0
0.333333333,0.9239,0.007490637,0.846362293,0,0
0.333333333,0.9776,0.004807692,0.86189863,1,0
0.5,0.4588,0,0.79806315,1,0
0.5,0.8553,0.010869565,0.86798671,1,0
0.5,0.824,0,0.839655152,1,0
0.5,0.7717,0,0.865289201,1,0
0.5,0.9535,0,0.830590428,1,0
0.5,0.9829,0,0.831021621,1,0
0.5,0.7609,0,0.858124644,1,0
0.333333333,0.4588,0,0.795526115,1,0
0.333333333,-0.9076,0.004975124,0.830549612,1,0
0.5,0.765,0.019607843,0.713094047,1,0
0.5,0.8944,0.005405405,0.80143826,1,0
0.5,0.9334,0,0.828015435,1,0
0.5,0.8481,0,0.86476067,0,0
0.5,0.5719,0.02,0.862313717,1,0
0.5,0,0,0.656121241,1,0
0.333333333,0.8922,0.037383178,0.798545449,1,0
0.5,0.4939,0,0.67157814,1,0
0.5,0.4404,0,0.642776812,1,0
0.5,0.5719,0,0.595484909,1,0
0.5,0,0.013888889,0.774738576,1,0
0.5,-0.4767,0,0.718349414,1,0
0.5,0.9467,0,0.594570168,1,0
0.5,0.9382,0,0.840480868,1,0
0.5,0.7379,0.010416667,0.829678653,1,0
0.5,0.0772,0,0.709400784,1,0
0.5,0.6114,0,0.884616776,1,0
0.5,0.9557,0,0.85984913,1,0
0.333333333,0.8402,0,0.807342805,1,0
0.5,0.878,0,0.844742622,1,0
0.5,0.8745,0,0.617633223,1,0
0.5,0,0,0.614966471,1,0
0.5,0.9382,0,0.820568693,1,0
0.5,0.6588,0,0.77423669,1,0
0.5,0,0,0.632752306,1,0
0.5,0.8872,0.007575758,0.844464425,1,0
0.666666667,0.8271,0,0.764011383,0,0
0.5,0.8701,0,0.844258363,1,0
0.5,0.5719,0,0.675034896,1,0
0.5,0.5849,0.003846154,0.862630303,1,0
0.5,0,0,0.717484201,1,0
0.5,0.6219,0,0.804991662,1,0
0.5,0.8713,0,0.867851874,1,0
0.666666667,0.8617,0.010443864,0.850368568,1,0
0.5,0.9346,0.020408163,0.79017674,1,0
0.4,-0.9623,0,0.794918653,0,0
0.5,0,0,0.675576079,1,0
0.5,0.8268,0,0.75056911,1,0
0.5,0.765,0.02173913,0.764332671,1,0
0.333333333,0.4215,0,0.849291442,1,0
0.709677419,0,0,0.81076023,1,0
0.5,0.6249,0,0.644440485,1,0
0.5,0.5719,0,0.848974736,1,0
0.5,0.4574,0,0.731636261,1,0
0.5,-0.25,0,0.765075134,1,0
0.5,0.8555,0.006849315,0.892326424,1,0
0.5,0.8999,0,0.864567168,1,0
0.5,0.9115,0.003460208,0.899040584,1,0
0.5,0.6249,0,0.638472816,1,0
0.5,0.5574,0,0.843028067,1,0
0.5,0.7899,0.010526316,0.818554771,1,0
0.5,0.7506,0,0.987530775,1,0
0.8,0.8437,0,0.817539523,1,0
0.5,0.6369,0,0.727948578,1,0
0.5,0.7506,0,0.779803787,1,0
0.5,0.2574,0,0.833716819,1,0
0.5,0.8774,0.028571429,0.841200454,1,0
0.25,0.9823,0.003454231,0.880582445,1,0
0.5,0.9349,0,0.840514819,1,0
0.5,0.8346,0.022727273,0.869111634,1,0
0.5,-0.5256,0,0.776524385,1,0
0.5,0.6249,0,0.750898048,1,0
0.5,0,0,0.777173854,1,0
0.5,0.9403,0.005714286,0.791949936,1,0
0.5,0.9153,0.001934236,0.867264449,0,0
0.5,0.8555,0.006849315,0.892326424,1,0
0.666666667,0.8779,0,0.804068966,1,0
0.5,-0.481,0,0.805049977,1,0
0.666666667,0.875,0,0.678751468,1,0
0.5,0.8976,0.011764706,0.82191118,1,0
0.5,0.6114,0,0.797548085,1,0
0.5,0.7184,0,0.807985306,1,0
0.5,0.0283,0.007633588,0.869591488,1,0
0.5,0.6892,0,0.644440485,1,0
0.5,0.6369,0,0.838122579,1,0
0.5,0.2263,0,0.678167237,1,0
0.5,0.8591,0.006493506,0.821011803,1,0
0.5,0.8481,0,0.815530846,1,0
0.5,0.9678,0,0.841603414,1,0
0.333333333,0.6697,0.012048193,0.786120467,1,0
0.5,0.7772,0,0.846002382,1,0
0.5,0,0,0.789427832,1,0
0.5,0.9658,0,0.86473538,1,0
0.5,0.9259,0.03030303,0.847341911,1,0
0.6,-0.1576,0,0.858315916,1,0
0.333333333,-0.34,0,0.980519466,1,0
0.5,0.9245,0.0048,0.838007905,0,0
0.5,0.9329,0.016393443,0.82950222,1,0
0.5,0.7184,0.045454545,0.762489416,1,0
0.5,0.9633,0,0.832958398,1,0
0.5,-0.1828,0,0.816967834,1,0
0.5,0.9684,0,0.869672991,1,0
0.5,0.3612,0.024390244,0.697610606,1,0
0.5,0.945,0.012345679,0.800955642,1,0
0.5,0.873,0.009345794,0.874095087,1,0
0.5,0,0.034482759,0.633169587,1,0
0.5,0.4754,0.047619048,0.614497451,1,0
0.5,0.9441,0,0.863137554,1,0
0.5,0.8934,0,0.829337819,0,1
0.333333333,0.9313,0,0.87773807,1,0
0.5,0.4927,0,0.610185958,1,0
0.666666667,0.9287,0.002702703,0.850379269,1,0
0.5,0,0.03030303,0.741173563,1,0
0.5,0.6369,0,0.759499483,1,0
0.333333333,-0.1154,0,0.818425584,1,0
0.5,0.9606,0,0.85473498,1,0
0.5,0.7717,0,0.761305195,1,0
0.5,0.8176,0,0.784390528,1,0
0.5,0.9062,0,0.788811186,1,0
0.5,0.0785,0.005102041,0.82481101,1,0
0.5,0.9216,0.008695652,0.789984478,1,0
0.5,0,0,0.569054817,1,0
0.5,0.8481,0,0.835902484,1,0
0.5,0.5859,0.015384615,0.813926949,1,0
0.5,0,0,0.628167964,1,0
0.5,0.6696,0,0.84296022,1,0
0.857142857,0.9911,0.004842615,0.870069461,1,0
0.333333333,-0.8361,0,0.844707506,1,0
0.333333333,-0.6964,0,0.833773343,1,0
0.5,0.8405,0,0.644207195,1,0
0.666666667,0.6655,0,0.861804165,1,0
0.5,0.9094,0,0.843956415,1,0
0.775510204,0,0,0.70678229,0,0
0.5,0.2001,0,0.804328926,1,0
0.5,0.7496,0.033898305,0.553894173,1,0
0.625,0.3818,0.011173184,0.813127258,1,0
0.5,0.6114,0,0.882495671,1,0
0.666666667,0.8059,0.008498584,0.868759527,0,0
0.5,-0.7717,0,0.755410446,1,0
0.5,0.4404,0,0.758987731,1,0
0.5,0.5719,0,0.780831821,1,0
0.5,0.9735,0,0.838253119,1,0
0.5,0.5707,0,0.787275196,1,0
0.5,0.6696,0,0.820057163,1,0
0.5,0.9682,0.006289308,0.865214843,1,0
0.5,0.4404,0,0.588964999,1,0
0.5,0.9309,0,0.841809889,1,0
0.5,0,0,0.786012125,1,0
0.5,0.9589,0.009009009,0.848370399,1,0
0.666666667,0.8347,0,0.843097264,0,0
0.5,0.9139,0.004016064,0.847161469,1,0
0.5,0.5719,0,0.80760221,1,0
0.5,0.8926,0,0.780734634,1,0
0.5,0.5994,0,0.772441638,1,0
0.5,0.9403,0,0.840763188,1,0
0.772727273,0,0.0125,0.796179865,1,0
0.666666667,0.9658,0.004329004,0.866676867,1,0
0.5,-0.4448,0.010204082,0.874322494,1,0
0.5,0.9681,0,0.843780453,1,0
0.5,0.8151,0,0.823987762,1,0
0.5,-0.2182,0,0.834058726,1,0
0.5,-0.5849,0,0.786537061,1,0
0.5,0.7096,0,0.884250214,1,0
0.5,0.8779,0,0.814972315,1,0
0.5,0.7998,0.004504505,0.867680648,1,0
