,综合得分指数
131,0.09327390555666218
132,0.15132771235660633
133,0.13333353400772566
134,0.14139017768471895
135,0.10168940569445127
136,0.1483474755730735
137,0.15479986550955535
138,0.1024223976515074
139,0.107323959809723
140,0.13704187036994095
141,0.189039733257051
142,0.15632650519231203
143,0.13677755341054604
144,0.13208462556960388
145,0.11060188413808797
146,0.10442595595612235
147,0.14391557863067916
148,0.12242608493511141
149,0.13374406910348108
150,0.1227029572499023
151,0.13979225218591781
152,0.13403275691516095
153,0.14607703688694532
154,0.15988363912146433
155,0.13858027425971528
156,0.131217712996559
157,0.14965364044283194
158,0.1122303299020033
159,0.1458142447726415
160,0.1512525022110496
161,0.12268572397488271
162,0.10912895240626008
163,0.1459045127650598
164,0.11465691209778356
165,0.18920224852277437
166,0.14825918478286812
167,0.1309130474898875
168,0.17266726253401354
169,0.10647745452110052
170,0.14807414087645052
171,0.13918023925809483
172,0.14441557445139203
173,0.1380385820271018
174,0.14544641266805852
175,0.14663457701834795
176,0.13117098146236306
177,0.186720994219202
178,0.13816901083640942
179,0.13103649846332388
180,0.1679565492258719
181,0.2304208649003422
182,0.125153950017976
183,0.13816901083640942
184,0.13464358575864985
185,0.1360560036505507
186,0.1500263982500723
187,0.1678908863161427
188,0.1497084993166158
189,0.13459053361113144
190,0.18899419317088678
191,0.1235841319304157
192,0.13863401187514232
193,0.12217494710161984
194,0.10710510247446277
195,0.1259981030932482
196,0.12212221818247301
197,0.15464566307416508
198,0.14962569316675317
199,0.2113886483692032
200,0.13537470176069955
201,0.14630180488754282
202,0.10601925501183079
203,0.1352860382747092
204,0.15610939550428551
205,0.11889128855269895
206,0.26217537362258664
207,0.14368458666202544
208,0.11647803665676487
209,0.1324534504942852
210,0.13084288733975186
211,0.14650683061075476
212,0.14463079689133
213,0.1419725711114144
214,0.12839597440870382
215,0.15172261473831583
216,0.0876165244913791
217,0.14638514954832094
218,0.14611168314199888
219,0.0990367260650964
220,0.10957009400464583
221,0.15078196052734916
222,0.14359593043758417
223,0.1490034632962248
224,0.13190130183743629
225,0.155767596247519
226,0.12416961418021612
227,0.12614894524319198
228,0.14676076851936132
229,0.09347985048675199
230,0.20000164372380275
231,0.16361501264808714
232,0.12578548934985553
233,0.11387416656094783
234,0.13017552267391197
235,0.14697582920601587
236,0.11267409817326474
237,0.1403944876540741
238,0.14640542046353758
239,0.1399275209968713
240,0.14118438811058243
241,0.1316025290383487
242,0.1068047862228443
243,0.13591426490732866
244,0.16600508211531737
245,0.1734851858987218
246,0.09766519926664519
247,0.12325063333295377
248,0.16831217728352713
249,0.1474337109921345
250,0.1286740247089543
251,0.17831450982497185
252,0.16797448816757501
253,0.21779240601015315
254,0.20066072541259206
255,0.1475144904020671
256,0.13084288733975186
257,0.13120273444583197
258,0.18403942826452657
259,0.12092162392404175
260,0.15389404583938915
261,0.12477621090638266
262,0.14153533754691391
263,0.12959512615543
264,0.10515342431317125
265,0.1708472736045586
266,0.07930303008371005
267,0.15981120315547798
268,0.10634168442793523
269,0.17440012709951147
270,0.16069590298625538
271,0.146864139679883
272,0.14423237430273447
273,0.16967517629321735
274,0.15217887070779193
275,0.13731542786685444
276,0.10664925390993839
277,0.1401509540757159
278,0.16476855377795627
279,0.14152338979211657
280,0.1592209221316313
281,0.142103658576713
282,0.1071724472198577
283,0.10535195707990753
284,0.14756975655382767
285,0.14617939763562846
286,0.13440423427467618
287,0.14905681687734473
288,0.23148624083137967
289,0.14914358779889358
290,0.1054304806564147
291,0.11613817000670554
292,0.16650907477024626
293,0.14216012754413365
294,0.1442947412719684
295,0.14732912299566628
296,0.14480642325816248
297,0.15146317113574212
298,0.14783607100182902
299,0.14063406754491875
300,0.09443923073498836
301,0.1462165983619608
302,0.14893113321687448
303,0.1223033803951672
304,0.09437262621799758
305,0.12625018060284357
306,0.1378264773215073
307,0.12590204597133986
308,0.14522696239012098
309,0.12267154612010059
310,0.09111526789904069
311,0.12011444208090062
312,0.14171295022934918
313,0.1490870158591334
314,0.19400938448810776
315,0.1582392599461995
316,0.14561601318679415
317,0.10240250345133253
318,0.14651127249850235
319,0.1470397790622202
320,0.1454087719776252
321,0.13865602572888502
322,0.134378960499089
323,0.08746413452509857
324,0.13338674520070656
325,0.13918163050196755
326,0.15050661213994956
327,0.13376929078587918
328,0.12370389570811414
329,0.14552926161249796
330,0.17113796179376223
331,0.14431719748344482
332,0.1278152414232512
333,0.13725322817891505
334,0.1223033803951672
335,0.15239510091761546
336,0.13206619741454415
337,0.14245814937662507
338,0.14698460310586778
339,0.14051635420052647
340,0.14299099380239821
341,0.12227475218081901
342,0.14550516077042053
343,0.1481676815499985
344,0.138726820646122
345,0.12295557168659124
346,0.144370171072582
347,0.10149586783670056
348,0.13085878296525402
349,0.13483959024397155
350,0.14414620051563073
351,0.08850873084897719
352,0.11612308124736102
353,0.1277044014315844
354,0.1410168473975134
355,0.13085878296525402
356,0.14088835549414286
357,0.14352004418405334
358,0.11824173790669146
359,0.13308488200415935
360,0.12295557168659124
361,0.10647843281923418
362,0.15260978528227573
363,0.1519968073152509
364,0.13882412829049615
365,0.14499990396999146
366,0.1466907501509016
367,0.13089252011930527
368,0.13255283596388096
369,0.13924262946794375
370,0.1283157190627523
371,0.11150970754166041
372,0.10553188209151987
373,0.1397084125979171
374,0.12267154612010059
375,0.14012306021262344
376,0.12688491704033153
377,0.1509234255670609
378,0.14709798032822963
379,0.12466904826228693
380,0.3066166429143849
381,0.1366189797993016
382,0.1286443473934952
383,0.13433476756894014
384,0.09473213056787844
385,0.132339658250028
386,0.14648967402508692
387,0.1440039322152361
388,0.15027944043479424
389,0.1328598773636623
390,0.14507714141745437
391,0.17697177706651812
392,0.19528694563804988
393,0.10485630362623409
394,0.1493115415508878
395,0.1341732479534263
396,0.14071394337587909
397,0.12179542467390604
398,0.11754083704369132
399,0.1430130720949568
400,0.13085878296525402
401,0.1405221123864928
402,0.17014584784124065
403,0.1481515021294773
404,0.09567519950771657
405,0.13438184530127087
406,0.1714612575484923
407,0.21336783167382542
408,0.1518475358482211
409,0.12927914771770593
410,0.1461136619983551
411,0.1455267815560762
412,0.14180127053243013
413,0.14419396107041418
414,0.14828233528523113
415,0.1307323224924222
416,0.1641459170526359
417,0.12335540391239135
418,0.1454486572648868
419,0.16092922307349836
420,0.12884015872642246
421,0.16082333429219073
422,0.1473385549960634
423,0.18278172507092438
424,0.14726180276386708
425,0.149074793888006
426,0.14631390273490805
427,0.09257363546920154
428,0.06823706384921402
429,0.1307785735467197
430,0.16833517387186953
431,0.13522112177353063
432,0.18608137535233216
433,0.12375903060754101
434,0.15011720997171965
435,0.15653477827811188
436,0.1484719804374569
437,0.15416512531803958
438,0.13522112177353063
439,0.15534734139518117
440,0.15958714568588117
441,0.14850170737288548
442,0.115258056052292
443,0.1058912538640934
444,0.1366669751099216
445,0.14299877946290662
446,0.14897982626612832
447,0.14715641359663623
448,0.14779981043677484
449,0.1391489313617937
450,0.1316134769364268
451,0.14259819360639706
452,0.14326931258527678
453,0.13304687874043256
454,0.13579417359272192
455,0.1457222516919242
456,0.1283157190627523
457,0.128525913673286
458,0.1337451228725882
459,0.13089252011930527
460,0.14022802414118216
461,0.14920326905472844
462,0.12535634447702185
463,0.16044564981695275
464,0.1416583567452632
465,0.13967743517244152
466,0.14728249347342479
467,0.1485934160482287
468,0.13911579716441194
469,0.1197854304717238
470,0.08562455586315228
471,0.183113586264616
472,0.15009523219112772
473,0.14636204907588019
474,0.13180588916653152
475,0.1795878394657392
476,0.10532200482157204
477,0.25703298094404736
478,0.1254248529697152
479,0.1228575331455096
480,0.12817292920710063
481,0.13813914205603203
482,0.09167513111192603
483,0.14494520981242406
484,0.14671319507632588
485,0.15410418427248063
486,0.10884987928467779
487,0.1330036795300254
488,0.14770800624932928
489,0.13737555093332257
490,0.14409846011065697
491,0.1418327764914985
492,0.10487067582460771
493,0.1464940010833644
494,0.13365821890229612
495,0.10505905252342974
496,0.1541025012437147
497,0.13640689620871319
498,0.143744107944831
499,0.12884015872642246
500,0.13513408333898322
501,0.10609468717040167
502,0.1324142543341413
503,0.14407677981427014
504,0.16512614778204282
505,0.19236302699958543
506,0.05354470406918569
507,0.10555417481245614
508,0.1408151307382382
509,0.19149101489535805
510,0.11890801132394846
511,0.11876944857049078
512,0.13089252011930527
513,0.13082751272304485
514,0.1244911485181658
515,0.09847914391445137
516,0.151923809731564
517,0.14529751159333534
518,0.1492639115269114
519,0.13084279457575962
520,0.13012908946147808
521,0.15637240389660328
522,0.14046437214139654
523,0.15415460301751824
524,0.1322015793888538
525,0.13774638065844433
526,0.11759771519902998
527,0.2225402530421751
528,0.14627348404869353
529,0.14656732290144753
530,0.19833901722764252
531,0.09162669129849316
532,0.1319209037463084
533,0.1069578250973403
534,0.1525078577640277
535,0.13654005983474038
536,0.151923809731564
537,0.14966524082383048
538,0.093129571404993
539,0.148420510174042
540,0.1639793233929372
541,0.13186991782497204
542,0.13665075955985712
543,0.120837953103031
544,0.1337365502551867
545,0.13347613046629125
546,0.11430461388883834
547,0.1505987957379862
548,0.14244484219331718
549,0.14803846177389546
550,0.15080817609475383
551,0.1396792022955651
552,0.10714830014676707
553,0.14821122489496738
554,0.2309782147316972
555,0.10834541085632463
556,0.09282530133365485
557,0.14012226088015267
558,0.1789908055049503
559,0.2904682468685172
560,0.14774357042927055
561,0.10144138873692676
562,0.14838336621874887
563,0.19013342481932458
564,0.16723847745615744
565,0.15759214444560593
566,0.22854553568798033
567,0.2954141057646497
568,0.14723279368856965
569,0.5321090994774327
570,0.1424312724301028
571,0.12482989150104296
572,0.15446363635365207
573,0.2094669954087041
574,0.13253841812288
575,0.09643258981568095
576,0.14786655061450893
577,0.1384805926576499
578,0.1407552113639026
579,0.14473521297267977
580,0.11640012231199873
581,0.15730306802693772
582,0.10443191840020817
583,0.14267646300552345
584,0.16287924026589104
585,0.10500952237027632
586,0.1349521605945206
587,0.16783367233242202
588,0.07971632160841667
589,0.08109734052264608
590,0.14049517092211183
591,0.14157884444225993
592,0.14547719040835363
593,0.10703858441235858
594,0.11489738906781563
595,0.24025803429982162
596,0.14706062913748585
597,0.13297405986132274
598,0.1484805663681559
599,0.08734208890690422
600,0.12409122308237805
601,0.12996446062810085
602,0.14825453485674797
603,0.12998981189532466
604,0.1346665823246109
605,0.15547140373187449
606,0.12240471946101511
607,0.14640465054610208
608,0.10709475807436399
609,0.1601663446457672
610,0.13766851709174766
611,0.14944888025561814
612,0.13029077003071843
613,0.14404682102888677
614,0.13105449624473378
615,0.14680943752644843
616,0.14621163228239487
617,0.15813159980945968
618,0.11561340986147894
619,0.1480759265617616
620,0.1410839620398794
621,0.10065783328563488
622,0.09065593411211416
623,0.1372230424686839
624,0.14375766377974142
625,0.1453638997035559
626,0.15383980290400012
627,0.12191208305518901
628,0.13298952926526583
629,0.13161595014980956
630,0.1269764416439745
631,0.14499407970851694
632,0.14559271033814256
633,0.10845021551038045
634,0.14718599158308293
635,0.13134449103452414
636,0.17518078118124722
637,0.14621081004272932
638,0.13962152216653373
639,0.18215706242482713
640,0.14652452845736652
641,0.11521937054491677
642,0.13772066419261728
643,0.1305643993758935
644,0.16569366255064932
645,0.1241059562803146
646,0.11841403182002401
647,0.1348823923897248
648,0.1303783081172812
649,0.1451787262911262
650,0.1325974394806146
651,0.10543251528259967
652,0.14816857736173286
653,0.23233396525653263
654,0.14618461658798348
655,0.14620611358194005
656,0.127737239712241
657,0.1550226152554868
658,0.14052245293980434
659,0.13080820650888672
660,0.12884015872642246
661,0.24451733208180854
662,0.08988907449080093
663,0.14453548211212827
664,0.12643836004356104
665,0.15790241164537175
666,0.1300532436452011
667,0.11705497400659834
668,0.16459451001743713
669,0.13104924387412473
670,0.15537627979682286
671,0.13492244772779408
672,0.2221498381806565
673,0.13428800118052636
674,0.08699172193891748
675,0.0920161067983954
676,0.14719780516515094
677,0.1483586945806431
678,0.1395714399530162
679,0.14019924437872947
680,0.1392302011847922
681,0.17188337424888714
682,0.15597582929312995
683,0.10046055145799447
684,0.14588217830752007
685,0.13173417072139695
686,0.1307936660757592
687,0.10732904596858889
688,0.15645425040841662
689,0.12466826642083534
690,0.15402466353776714
691,0.13443352587395385
692,0.13089252011930527
693,0.09132196115684686
694,0.1363781306138481
695,0.12208636790712338
696,0.17415922863228117
697,0.10531627837400633
698,0.11569208926674443
699,0.1415035839924581
700,0.14378760525545978
701,0.09248583023138696
702,0.1584961739838965
703,0.1079417167828125
704,0.2954141057646497
705,0.1449330651981218
706,0.1433952275430524
707,0.1460644573041486
708,0.0989305011532904
709,0.14152100702499454
710,0.12826612889089029
711,0.14334028929649134
712,0.2623580876646018
713,0.13385276759943268
714,0.1440062211291716
715,0.1690974276840968
716,0.1672886134543118
717,0.14211758621903994
718,0.1425414943040888
719,0.1072641870361238
720,0.17768497712245407
721,0.07810932679785423
722,0.14425281259014677
723,0.1349807144144433
724,0.19290541443838494
725,0.13211356392676343
726,0.13085878296525402
727,0.15824487855026836
728,0.14519661351913743
729,0.13757456344353
730,0.14223382063313292
731,0.14495905992138436
732,0.15373924511147732
733,0.1336829756161344
734,0.1383934751970628
735,0.14500284134413652
736,0.16757810643024235
737,0.14820109574778875
738,0.13122321204321677
739,0.14645339551466485
740,0.12591175306928584
741,0.10793115650294643
742,0.1353175099459197
743,0.09546923582111655
744,0.14654769736853615
745,0.15029929580294782
746,0.16203392752595008
747,0.14452243492951933
748,0.11714052280945422
749,0.1449851832228415
750,0.10680896442583576
751,0.14420160155279196
752,0.13240969432468966
753,0.1102227750609142
754,0.15831565000174808
755,0.12180769176583352
756,0.13089252011930527
757,0.14117769846544131
758,0.10155966907150647
759,0.14448628854586504
760,0.19865690082855372
761,0.1142934041680331
762,0.12383919312665319
763,0.14259412393815635
764,0.1462634104487162
765,0.14717600682516258
766,0.16551644501284563
767,0.16254447999201938
768,0.24481377195556797
769,0.10709805558713473
770,0.09406885167145607
771,0.15234390533770378
772,0.27979090400435047
773,0.14828026494717028
774,0.11520116550966428
775,0.17278459091123624
776,0.14100995787796203
777,0.14610282243874204
778,0.1445306546754854
779,0.16288300489562163
780,0.09664809293284018
781,0.14198113439336407
782,0.14946727863592213
783,0.13180029204805324
784,0.151812477178381
785,0.14639472954740335
786,0.13764514836882302
787,0.14566221879815133
788,0.1473544843276338
789,0.13710227124566862
790,0.21866404183414134
791,0.14639005020134846
792,0.14476908094032848
793,0.09197479775905149
794,0.21866404183414134
795,0.14790728953372698
796,0.18436548388023774
797,0.1387086401526103
798,0.1323800206545009
799,0.14052330636775437
800,0.1316131610863519
801,0.16403437648759933
802,0.12454769428442232
803,0.1561196839530266
804,0.14121472087983492
805,0.1398120945694275
806,0.13259785588139533
807,0.13414748388807543
808,0.14503915280196442
809,0.13414748388807543
810,0.14607296590971883
811,0.1400830857299656
812,0.1470357738995581
813,0.07897133987433436
814,0.1415536408266748
815,0.14239561503462472
816,0.19435807723888326
817,0.21583629071891997
818,0.14519514396360894
819,0.23839808244296187
820,0.13979120097615208
821,0.14722264579955238
822,0.1791310428314917
823,0.1394467889404255
824,0.15805606297242383
825,0.14653625322839897
826,0.13701346333143608
827,0.09939300264142645
828,0.1414297815335521
829,0.12433467126941239
830,0.14289271929189268
831,0.17080537238587568
832,0.14341806231049878
833,0.14478379563278487
834,0.19122456144760697
835,0.14610867775849593
836,0.2064948121115414
837,0.15189228964118248
838,0.14267027077823446
839,0.1679905433063535
840,0.1270033008562044
841,0.15930374998038835
842,0.14671795394978926
843,0.14756174981996623
844,0.13988477955383202
845,0.1566084265919427
846,0.13234165578213167
847,0.10673046144805023
848,0.12538087857775643
849,0.14335044747194345
850,0.135071779322892
851,0.13089252011930527
852,0.3190616617665118
853,0.12033933453949276
854,0.14165100950060877
855,0.1429420401151166
856,0.0879201333735802
857,0.13381446929029409
858,0.14176356472208795
859,0.14541338353904246
860,0.15618810294820792
861,0.14301004080078727
862,0.15167368566081
863,0.1445517340848154
864,0.1971575539903926
865,0.13431786996381265
866,0.15952342816289442
867,0.13357010452065568
868,0.15482732915619302
869,0.14623390034432088
870,0.12692919032733196
871,0.15280118035889143
872,0.27559634891542895
873,0.16325097301295538
874,0.15244024683729065
875,0.12692919032733196
876,0.1464184456683236
877,0.10575607514118816
878,0.22032467494722568
879,0.16619330384448205
880,0.15240420718781048
881,0.12479844702881276
882,0.13788198949688676
883,0.14642701593448473
884,0.13047290609649131
885,0.15214199781596804
886,0.14078739567522197
887,0.1259068689023348
888,0.10736328746909374
889,0.13011828695243485
890,0.13607410876000972
891,0.16359120273035982
892,0.1082012604149639
893,0.13318067100004044
894,0.13301467517925034
895,0.13331064863357217
896,0.10994798347945897
897,0.1462110608460687
898,0.14475405901232724
899,0.15812277618876333
900,0.20024670837454572
901,0.13175615515369782
902,0.1497179061278926
903,0.14725226478946124
904,0.15235260174896184
905,0.09876277553095537
906,0.15255061739634587
907,0.11661796447594422
908,0.13721494254164696
909,0.1467024220767595
910,0.22780676639457362
911,0.1554864550906279
912,0.10322884613746862
913,0.1483690665792726
914,0.14550262233483519
915,0.14680873758287008
916,0.10816455609655763
917,0.13174155215765732
918,0.1649923267512857
919,0.1477680239109236
920,0.14812829575366396
921,0.14481137060949942
922,0.14551273148971502
923,0.10032105280250095
924,0.1554864550906279
925,0.13174155215765732
926,0.11333623743056517
927,0.1383790878433918
928,0.10670734628173795
929,0.1482154265804493
930,0.18889558683898955
931,0.09802117624082915
932,0.1397973254643569
933,0.1327371726977859
934,0.1316766157234601
935,0.1383790878433918
936,0.14327156175207154
937,0.13286309148333192
938,0.1569799446670398
939,0.13002291322235623
940,0.15125173811466094
941,0.1466183614690916
942,0.12749466953656569
943,0.13970501303824973
944,0.1388412422825684
945,0.10736233183108286
946,0.1323893595180368
947,0.13640154862105439
948,0.1325148247451331
949,0.14110685327289016
950,0.1054293847943452
951,0.11944154057153429
952,0.1450199931749184
953,0.10691574618796984
954,0.12797482324110254
955,0.14249344031361785
956,0.0987753528519913
957,0.13227796548421764
958,0.11835797892866734
959,0.14002499311603867
960,0.10008712784884195
961,0.2963963681512609
962,0.15407717233039378
963,0.14679214742000993
964,0.0886245429689334
965,0.14564352498231842
966,0.13386714407745076
967,0.12005404760858751
968,0.14803335010212187
969,0.14884654245260995
970,0.15130611516415357
971,0.13330914999169388
972,0.15368144736806275
973,0.14654953522385872
974,0.16168058981106473
975,0.12780834526299392
976,0.11603592511751697
977,0.14596877849783482
978,0.1616726674713998
979,0.11933687504650678
980,0.13639419409939008
981,0.13089252011930527
982,0.15576114629543186
983,0.13089252011930527
984,0.15617512543626563
985,0.12267154612010059
986,0.06713465634357559
987,0.10494810906227578
988,0.12894585535475198
989,0.14352775681703123
990,0.15429923967839507
991,0.12749466953656569
992,0.12267154612010059
993,0.14727164206679752
994,0.1655100729124867
995,0.12062542687577829
996,0.14418475296047628
997,0.14247772385356108
998,0.1423800431985968
999,0.19059272937281474
1000,0.13402101283984832
1001,0.1439280160022387
1002,0.12492945252177706
1003,0.12592524229789007
1004,0.1930166819311534
1005,0.13337838596122184
1006,0.14773135998523104
1007,0.14659671759625842
1008,0.1316131610863519
1009,0.10761722383804997
1010,0.14718712722373276
1011,0.13852596672768508
1012,0.18762160755614313
1013,0.10678159566451863
1014,0.14487391522856213
1015,0.10570450436927112
1016,0.10547255625952745
1017,0.15403816992569047
1018,0.13694762184499695
1019,0.12453024837220537
1020,0.12453024837220537
1021,0.14178465845021967
1022,0.0914102035698155
1023,0.14668071625443488
1024,0.1328453499347784
1025,0.25223057367141405
1026,0.08372930632969852
1027,0.15435532720428768
1028,0.09064578193797312
1029,0.0976686586454357
1030,0.12098712971062807
1031,0.12344818484396283
1032,0.142798741584699
1033,0.14541955509471474
1034,0.1383565840287369
1035,0.13105225626857453
1036,0.13865245978668608
1037,0.12476686001819208
1038,0.15750066137494903
1039,0.15566689140152157
1040,0.13611903261795216
1041,0.13247343755932217
1042,0.14804556387843643
1043,0.14100388696950417
1044,0.1018927026791477
1045,0.12692919032733196
1046,0.11207363480537066
1047,0.12983911490004799
1048,0.1428061784514118
1049,0.0900084306060739
1050,0.11979286733900471
1051,0.14093938088216382
1052,0.13412433017585965
1053,0.15530153535659197
1054,0.1446722467612136
1055,0.16340653155938956
1056,0.1000478424018099
1057,0.1464087878451032
1058,0.13330661506917624
1059,0.14604557306795374
1060,0.14379798868308438
1061,0.1933832918326489
1062,0.1425774853566986
1063,0.1283157190627523
1064,0.14816530255939442
1065,0.14461488871567788
1066,0.10712363893242327
1067,0.14331934974659638
1068,0.1586713659747163
1069,0.15961648856177083
1070,0.1442254465975891
1071,0.15135067472737956
1072,0.13583190608701384
1073,0.14353928349243034
1074,0.12904382887616936
1075,0.14361975025990742
1076,0.13089252011930527
1077,0.210200821130451
1078,0.13231082253571586
1079,0.1367169206332905
1080,0.18947298483922
1081,0.1748301191193576
1082,0.12568021133611176
1083,0.14722768120847687
1084,0.14989984995697517
1085,0.12268645747519827
1086,0.14623475244357445
1087,0.11602286373941702
1088,0.11817148753518625
1089,0.1384822233527098
1090,0.12267154612010059
1091,0.1511305585165961
1092,0.1326048691019664
1093,0.22735677638779644
1094,0.13080092790051093
1095,0.13318846744271834
1096,0.12267154612010059
1097,0.14471676611739712
1098,0.14351723196186073
1099,0.14398897398467012
1100,0.13625211791949102
1101,0.13817658880654918
1102,0.12697753893902541
1103,0.11759262936619712
1104,0.09575663140050626
1105,0.08962118200881938
1106,0.10437939233774442
1107,0.09126433141504219
1108,0.13276622422447
1109,0.14584614657889983
1110,0.10845941827229141
1111,0.14341530843999276
1112,0.14770743684779375
1113,0.11947914039223125
1114,0.1381057880393469
1115,0.1288293087198405
1116,0.1494424585743391
1117,0.17139466889724433
1118,0.15093364541238521
1119,0.14121507929248983
1120,0.1412571346306667
1121,0.14266136525984338
1122,0.14630264997517783
1123,0.17765292954086997
1124,0.17341735873147654
1125,0.13156722309972926
1126,0.14189342845909655
1127,0.15374581844596877
1128,0.1476884751395775
1129,0.10570918475373621
1130,0.14655155399593792
1131,0.14689788181510563
1132,0.14444839066455298
1133,0.13096723573097624
1134,0.14212291796802104
1135,0.11905339338644579
1136,0.13933282659328325
1137,0.15335158053539058
1138,0.13988926158290646
1139,0.14257965303781375
1140,0.14598754141865
1141,0.09054764526742148
1142,0.12285635594498427
1143,0.10648193910276725
1144,0.12758946462523685
1145,0.10328266017858706
1146,0.15062203237652047
1147,0.1458532130927387
1148,0.1308755184525573
1149,0.10957128761459925
1150,0.1408428778982804
1151,0.1477636776891527
1152,0.1527367579714691
1153,0.14174571422646773
1154,0.18120162645190135
1155,0.12673430594630128
1156,0.14305927050226072
1157,0.1312338676716233
1158,0.12513275796337409
1159,0.1316131610863519
1160,0.12540905707523306
1161,0.10598413001307673
1162,0.1622107242851703
1163,0.13165156272631096
1164,0.13165156272631096
1165,0.15020154809959324
1166,0.1159056125860247
1167,0.14498843708395615
1168,0.14754041543545598
1169,0.13549547504532286
1170,0.13226655464962456
1171,0.10227917451715206
1172,0.1735491173610619
1173,0.12301291095201454
1174,0.14135207169198336
1175,0.13414748388807543
1176,0.13886296248324492
1177,0.14097626318391518
1178,0.1421136574785622
1179,0.11972915044722014
1180,0.1496259405642025
1181,0.18036797333189153
1182,0.11554356047666997
1183,0.12782472921762467
1184,0.11334389725856338
1185,0.1219346618292059
1186,0.1497727386100255
1187,0.13820794201362127
1188,0.13760934748856182
1189,0.1397381593194154
1190,0.12884015872642246
1191,0.14308940519100624
1192,0.14788593651960039
1193,0.14668129295153165
1194,0.15104612134177323
1195,0.11182462240334574
1196,0.1368107327321844
1197,0.1481884265966006
1198,0.1316656641819318
1199,0.14582346889626557
1200,0.10800325158712998
1201,0.14719580955793085
1202,0.12119566520438017
1203,0.10001685148856726
1204,0.15361142538222305
1205,0.12807787461114614
1206,0.10912680866477259
1207,0.16105249047757061
1208,0.14231755286432332
1209,0.10494270602314594
1210,0.15817897782038035
1211,0.12308459957680423
1212,0.09630877860500592
1213,0.1331146368896661
1214,0.1330293584770662
1215,0.14755223503546977
1216,0.14263400465643025
1217,0.09407972755593182
1218,0.11450574283162256
1219,0.12827876002950725
1220,0.1469920149874167
1221,0.1426582742763263
1222,0.2028700668072217
1223,0.1178847427937103
1224,0.17502175066359488
1225,0.10702812465120227
1226,0.10429589084778852
1227,0.13442842707157077
1228,0.08530517897095978
1229,0.08564339938754575
1230,0.15318444215737492
1231,0.08909004474826143
1232,0.12191208305518901
1233,0.17063997526802752
1234,0.09774671750736076
1235,0.1464136872238048
1236,0.13876777516162084
1237,0.16847841748629774
1238,0.12500286792745405
1239,0.13521637710077086
1240,0.14429674019185498
1241,0.13235615012060872
1242,0.0775490101025315
1243,0.1507566447961766
1244,0.3052958077423252
1245,0.12001041696076306
1246,0.1222166466504473
1247,0.12535634447702185
1248,0.11661796447594422
1249,0.14218205410462773
1250,0.10257816251909248
