helpfulnessRatio,review_score,review_modifier_ratio,nlpScore,verified_purchase,vine
0.5,0.3818,0,0.601156766,1,0
0.5,0.8122,0,0.87378505,1,0
0.5,-0.7217,0,0.836053207,1,0
0.5,0.7489,0,0.845097219,1,0
0.5,0.8988,0.005215124,0.904779344,0,0
0.5,0.928,0.00990099,0.876478553,0,0
0.5,0,0,0.850313505,1,0
0.5,0.9259,0,0.777195381,1,0
0.666666667,0.9796,0.005266623,0.918492364,0,1
0.5,0.9324,0,0.832023963,1,0
0.5,0.5106,0,0.782245907,1,0
0.75,0.941,0.008450704,0.89479703,1,0
0.666666667,0.6988,0.004716981,0.881303825,1,0
0.333333333,0.5551,0.020833333,0.843573871,1,0
0.5,0.8927,0.012019231,0.899273718,1,0
0.5,0.6114,0,0.861107139,1,0
0.5,0,0.05,0.724502305,1,0
0.666666667,0.7096,0,0.738588744,1,0
0.5,0.2217,0,0.887936275,1,0
0.5,0.5719,0,0.717792914,1,0
0.777777778,0.4019,0.011764706,0.896897826,1,0
0.5,0.5949,0,0.819999352,1,0
0.5,0.1002,0.032258065,0.728486421,1,0
0.5,0.9156,0.005235602,0.885517496,1,0
0.5,0.4482,0,0.88622583,0,0
0.5,0.5719,0,0.827752463,1,0
0.5,0.6369,0.00877193,0.9204251,0,1
0.5,0.8997,0,0.782194011,1,0
0.5,0.0516,0,0.807383911,1,0
0.333333333,-0.5815,0,0.896738535,1,0
0.5,0.0626,0.01980198,0.864468544,1,0
0.5,0.9033,0,0.696385363,1,0
0.5,0.9638,0,0.832107916,1,0
0.5,0.802,0,0.823638731,1,0
0.5,0,0,0.832783827,1,0
0.5,0.8918,0,0.829161084,1,0
0.666666667,-0.8279,0.005836576,0.903758569,1,0
0.75,0.925,0.008547009,0.840219833,1,0
0.5,0.3164,0,0.711362089,1,0
0.333333333,0,0,0.877645342,1,0
0.5,0,0.002331002,0.882951369,0,1
0.5,0.9509,0.005747126,0.906010942,1,0
0.666666667,0.2924,0.013245033,0.864027804,1,0
0.5,0.9282,0.055555556,0.73554401,1,0
0.5,0.0617,0,0.823954709,1,0
0.5,0.6249,0,0.661917894,1,0
0.5,0.9181,0,0.780652952,1,0
0.5,0,0,0.826551721,1,0
0.75,0.9584,0,0.838415929,1,0
0.25,-0.128,0,0.730495795,1,0
0.5,-0.2235,0.038461538,0.757014094,1,0
0.5,0.8481,0,0.881573613,1,0
0.5,0.9184,0.05,0.724502305,1,0
0.5,0.8268,0,0.661917894,1,0
0.5,0.765,0,0.753586739,1,0
0.5,0.9704,0,0.835597562,1,0
0.5,0.9195,0.004901961,0.866804536,1,0
0.5,0.8779,0,0.873299269,1,0
0.5,0.9108,0,0.860403526,1,0
0.25,-0.6381,0.01754386,0.790227869,1,0
0.5,0.8192,0,0.857168364,1,0
0.5,-0.1027,0,0.790920322,1,0
0.5,0.4588,0,0.862310428,1,0
0.5,0.6705,0,0.788825161,1,0
0.5,0.9189,0,0.834017839,1,0
0.75,0.4404,0.003875969,0.875038907,1,0
0.5,0.6249,0,0.87392817,1,0
0.5,0.9794,0,0.688022884,1,0
0.333333333,0.9616,0,0.871123846,1,0
0.5,0.9468,0.010752688,0.83002769,1,0
0.6,0.6249,0.001101322,0.908029134,0,1
0.5,0.7955,0,0.703388737,1,0
0.5,0.3875,0,0.843490359,1,0
0.5,0.3948,0.01010101,0.883549019,0,0
0.5,0,0,0.758109725,1,0
0.333333333,-0.395,0.004672897,0.904113355,0,1
0.5,0.9069,0.022222222,0.75667664,1,0
0.5,0.6239,0,0.888839857,1,0
0.5,0.8172,0,0.737816203,1,0
0.5,0.3182,0,0.759817456,1,0
0.5,0.9814,0,0.849328746,1,0
0.333333333,0.9693,0.008695652,0.867801782,1,0
0.75,-0.1419,0.005780347,0.861641849,1,0
0.333333333,0,0.009950249,0.892003204,0,0
0.5,0.7184,0,0.703388737,1,0
0.5,0.8805,0,0.613092329,1,0
0.5,0.9792,0,0.77180983,1,0
0.5,0.7496,0,0.827645525,1,0
0.666666667,0.6369,0.003257329,0.879450911,1,0
0.5,0.128,0,0.87251912,1,0
0.5,0,0,0.857999176,1,0
0.5,0.8738,0.00152207,0.893077454,0,1
0.333333333,0.1901,0,0.803253274,1,0
0.5,0.6696,0,0.812946411,1,0
0.5,0.4404,0,0.80975016,1,0
0.333333333,0.7964,0,0.811820904,1,0
0.5,0.6696,0.003546099,0.896137259,0,0
0.5,0.9218,0.023255814,0.835468599,1,0
0.666666667,0.9619,0,0.770099195,1,0
0.666666667,0.2309,0,0.82828398,1,0
0.5,-0.6593,0,0.641779357,1,0
0.5,0.9388,0,0.88808366,1,0
0.5,-0.4767,0.030612245,0.887604063,1,0
0.5,0.9185,0.03030303,0.729564958,1,0
0.5,0.9473,0,0.707658305,1,0
0.5,0.4404,0,0.78520182,1,0
0.333333333,-0.3087,0,0.879518677,1,0
0.333333333,0.908,0.004385965,0.874795331,1,0
0.5,0.2263,0.008264463,0.911605816,0,1
0.5,0.9097,0,0.776312664,1,0
0.5,0.9755,0,0.766626989,1,0
0.5,0.5719,0.008547009,0.850233623,1,0
0.5,0.966,0,0.769917009,1,0
0.5,0,0,0.775516983,1,0
0.5,0.9633,0,0.896252061,1,0
0.5,0.7568,0.01,0.883154463,1,0
0.818181818,0.6114,0.002372479,0.907288166,1,0
0.5,0.75,0,0.847020751,1,0
0.666666667,0.9183,0.008849558,0.842259176,1,0
0.5,0.9313,0,0.866332214,1,0
0.5,0.6249,0.007874016,0.865650999,1,0
0.5,0.8555,0,0.864901967,1,0
0.6,0.784,0.001204819,0.905884179,1,0
0.833333333,0.5719,0.018181818,0.812280543,1,0
0.333333333,0.7836,0.002421308,0.900735055,0,1
0.333333333,0.9321,0,0.892124709,0,1
0.333333333,0.7088,0,0.803647232,1,0
0.5,0.784,0.000995025,0.911993648,0,1
0.709677419,0.69,0.001998002,0.90145505,0,1
0.75,0.6936,0.000821018,0.911574291,0,1
0.666666667,0.7096,0,0.800326625,1,0
0.666666667,0.9694,0.009009009,0.872864743,1,0
0.5,0.9048,0,0.657248768,1,0
0.709677419,0.6696,0,0.91180422,0,1
0.5,0.6369,0.015625,0.800271609,1,0
0.5,-0.4939,0.006493506,0.86567834,1,0
0.5,0.765,0,0.625590449,1,0
0.5,0,0,0.727329873,1,0
0.5,0,0.005714286,0.898783136,1,0
0.75,0.4678,0,0.811317724,1,0
0.5,0.6696,0.005555556,0.870569467,1,0
0.5,0.9531,0,0.786622565,1,0
0.5,0.9284,0.001172333,0.900822081,1,0
0.5,0.4754,0,0.849942701,1,0
0.5,0.6892,0,0.870715398,1,0
0.5,0.9359,0,0.641779357,1,0
0.875,0,0.005747126,0.867957055,1,0
0.5,0.6988,0,0.759079719,1,0
0.5,0.9447,0,0.842575497,1,0
0.666666667,0.296,0.011904762,0.893504282,0,1
0.333333333,0,0.006289308,0.899655355,0,1
0.5,0.9001,0.006535948,0.865165165,1,0
0.5,0.2252,0.007874016,0.891390438,1,0
0.666666667,0.632,0,0.903498771,1,0
0.666666667,0.5949,0.00273224,0.919711756,0,1
0.5,0.9272,0.002463054,0.899131393,0,1
0.5,0.903,0,0.894540355,1,0
0.5,0.835,0.006615776,0.912219108,0,0
0.5,0,0,0.820698377,1,0
0.5,0.9036,0.027777778,0.736004067,1,0
0.666666667,-0.9105,0.006564551,0.885377123,1,0
0.5,0.7633,0,0.86180798,1,0
0.5,0.9217,0.008344924,0.901532235,1,0
0.666666667,0,0.015384615,0.79745346,1,0
0.5,0.0433,0,0.856179165,1,0
0.6,0.9376,0,0.870970815,1,0
0.5,0.9001,0,0.807925524,1,0
0.275862069,0.9231,0,0.800101202,1,0
0.333333333,0.636,0.002724796,0.889291243,0,1
0.5,0.9179,0,0.657671253,1,0
0.5,0.4404,0.02,0.827740384,1,0
0.5,0.4588,0,0.85651851,1,0
0.5,0.9325,0,0.850389763,1,0
0.5,-0.4466,0.006666667,0.879549241,1,0
0.5,0.25,0.014925373,0.857235597,1,0
0.5,0.9787,0,0.625590449,1,0
0.333333333,0.4588,0,0.672307509,1,0
0.5,0,0,0.858711249,1,0
0.5,0.5989,0,0.831671504,1,0
0.5,0.9485,0,0.812896179,1,0
0.5,0.4588,0.015873016,0.815120591,1,0
0.5,0.8173,0,0.834161481,1,0
0.5,0.93,0,0.728946705,1,0
0.75,0.7906,0,0.902020322,1,0
0.5,0.3716,0,0.90656484,1,0
0.5,0.9531,0.014492754,0.840511584,1,0
0.5,0.3544,0,0.867657276,1,0
0.5,0.9348,0,0.79945603,1,0
0.5,0.7184,0.035294118,0.826766279,1,0
0.5,0.9682,0,0.773718069,1,0
0.5,-0.3164,0.016949153,0.798506876,1,0
0.5,0.1098,0.006165228,0.900634785,0,1
0.5,0.83,0.008130081,0.819375695,0,0
0.666666667,0.9508,0.008310249,0.883970784,1,0
0.666666667,0.5315,0.013157895,0.846792375,1,0
0.5,0.984,0.009345794,0.869260163,1,0
0.5,0.0296,0,0.835536445,1,0
0.5,0.8497,0,0.759757556,1,0
0.5,0.6461,0,0.865899098,1,0
0.5,0.9516,0,0.813068805,1,0
0.333333333,0.5949,0,0.879367236,0,1
0.5,0.5994,0,0.843880955,1,0
0.5,0.6468,0.002777778,0.883023455,1,0
0.333333333,0.3794,0.012578616,0.868157218,1,0
0.5,0.9183,0.047619048,0.691892222,1,0
0.5,0.4588,0,0.776855266,1,0
0.5,0.8299,0,0.887129414,1,0
0.5,0.3818,0.015384615,0.886805196,1,0
0.5,0,0.010309278,0.866944715,1,0
0.666666667,0.9517,0.009009009,0.840389536,1,0
0.5,-0.8655,0,0.625590449,1,0
0.5,0.9271,0,0.659940999,1,0
0.666666667,0,0.00862069,0.870677268,1,0
0.5,-0.4973,0.01,0.824600467,1,0
0.5,0.9274,0,0.645097824,1,0
0.5,0.941,0,0.532867762,1,0
0.5,0.8935,0,0.843812862,1,0
0.5,0.8622,0,0.852171514,1,0
0.75,0.8438,0,0.835648154,1,0
0.5,0.7169,0.004201681,0.902814298,1,0
0.5,0,0,0.887644193,1,0
0.5,0.8217,0.011173184,0.864675085,1,0
0.5,0.9582,0,0.808324477,1,0
0.75,0.8715,0.012875536,0.899423702,1,0
0.5,0.8928,0.006493506,0.863154151,1,0
0.333333333,0.8544,0.003773585,0.879082372,0,1
0.666666667,0,0,0.838959401,1,0
0.666666667,0,0,0.856247521,1,0
0.5,0.8316,0.05,0.765166508,1,0
0.333333333,0.9202,0.009358289,0.907083388,0,1
0.5,0.6683,0.007042254,0.881137622,1,0
0.5,0.9827,0,0.861657396,1,0
0.5,0,0.005291005,0.890771058,1,0
0.5,0.9904,0,0.68527669,1,0
0.5,0,0.007352941,0.846336494,1,0
0.75,0.2263,0.002192982,0.890953686,1,0
0.5,0.9474,0,0.593635251,1,0
0.5,0.8442,0,0.849494166,1,0
0.5,0.885,0.004201681,0.871918955,1,0
0.5,0.9484,0,0.830160557,1,0
0.666666667,0.8972,0,0.814712315,1,0
0.5,0.9802,0,0.828414515,1,0
0.5,0.9632,0,0.82865676,1,0
0.5,0.6645,0.013793103,0.889845767,1,0
0.5,-0.4215,0,0.751732482,1,0
0.5,0.9246,0,0.806191595,1,0
0.5,0.9542,0.007142857,0.886029245,0,1
0.5,0.4404,0.009478673,0.89130523,1,0
0.5,-0.4215,0.002531646,0.875682732,1,0
0.333333333,-0.5664,0.002659574,0.895720074,0,1
0.5,0.7574,0,0.874979923,1,0
0.5,0.4588,0,0.863711592,1,0
0.5,0.9895,0.007042254,0.881884892,1,0
0.5,0.4404,0,0.88431583,0,1
0.333333333,-0.9151,0.001636661,0.884501545,0,1
0.5,0.3233,0.004347826,0.881360947,1,0
0.833333333,0.8403,0.010660981,0.881603967,1,0
0.5,0.9127,0,0.83344352,1,0
0.5,0.8937,0,0.784780853,1,0
0.5,0.9431,0,0.818536281,1,0
0.5,0.9136,0.010309278,0.841435864,1,0
0.5,-0.1232,0.009202454,0.88131443,1,0
0.5,0.941,0.01980198,0.873992025,1,0
0.5,0.8519,0,0.839513881,1,0
0.5,0.9146,0.008695652,0.88301759,0,1
0.5,0.7579,0,0.8291916,1,0
0.5,0.2491,0.017241379,0.814829009,1,0
0.25,-0.9018,0,0.824396916,1,0
0.5,0.647,0,0.864006634,1,0
0.5,0.7717,0,0.837490966,1,0
0.5,0.802,0.019230769,0.806472055,1,0
0.666666667,0.6369,0.037037037,0.848080843,1,0
0.5,0.4404,0.023809524,0.771504768,1,0
0.5,0.9153,0,0.795367033,1,0
0.5,0.9228,0,0.892512068,1,0
0.5,0.8934,0,0.856599002,1,0
0.5,0.5061,0.006818182,0.894738481,1,0
0.5,0.7249,0,0.745084356,1,0
0.5,0.4404,0,0.79755032,1,0
0.5,0.9732,0.006849315,0.843017824,1,0
0.488888889,0.6249,0,0.853277636,1,0
0.5,0.8684,0,0.740788254,1,0
0.5,0.9349,0,0.807933215,1,0
0.5,0.8074,0,0.641779357,1,0
0.666666667,0.8689,0,0.84803222,1,0
0.5,0.3634,0,0.85496626,1,0
0.5,0.6476,0,0.847662181,1,0
0.5,0.9638,0,0.804384957,1,0
0.5,0.7593,0,0.883922587,0,1
0.5,0.4215,0,0.877560393,1,0
0.333333333,0.902,0.032,0.877690229,1,0
0.5,0,0.003289474,0.91746159,0,1
0.666666667,0.6249,0,0.872180974,1,0
0.5,0.6696,0,0.878642428,0,0
0.488888889,0.7396,0,0.867398319,0,0
0.5,-0.5553,0,0.723118915,1,0
0.5,0,0,0.676676171,1,0
0.5,0.5302,0,0.863724368,1,0
0.333333333,0.8151,0.003267974,0.91455563,0,0
0.5,0.6249,0.03125,0.750673091,1,0
0.5,0.807,0,0.653620871,1,0
0.5,0.8591,0,0.84205519,1,0
0.75,-0.0521,0.007117438,0.875139481,0,0
0.5,0.6369,0,0.777559869,1,0
0.666666667,0.4215,0.003636364,0.912801127,0,0
0.5,-0.4005,0.003703704,0.877293383,1,0
0.5,0.9987,0,0.770806627,1,0
0.666666667,0.9314,0,0.851292001,1,0
0.5,-0.0839,0,0.872365422,1,0
0.5,0.9049,0.037037037,0.715174552,1,0
0.5,0.939,0.007434944,0.891515034,1,0
0.5,0.6249,0,0.787268654,1,0
0.333333333,0.6249,0,0.772931416,1,0
0.5,0.7844,0.005714286,0.886043322,1,0
0.5,0.5719,0.010452962,0.878622779,1,0
0.5,-0.1556,0.003846154,0.881494008,1,0
0.5,0,0,0.839339781,1,0
0.5,0.7759,0.02962963,0.880142479,1,0
0.5,0.4404,0,0.708333106,1,0
0.333333333,0.7887,0,0.868621292,1,0
0.5,0.4939,0,0.660312574,1,0
0.571428571,0.926,0.002923977,0.896488278,1,0
0.666666667,0.9577,0.005633803,0.896533116,1,0
0.5,0.4588,0,0.877154144,1,0
0.333333333,0.5095,0,0.793243781,1,0
0.5,0.9578,0,0.80980276,1,0
0.5,0.5106,0,0.703887842,1,0
0.5,0.7034,0.035714286,0.720399568,1,0
0.75,-0.4019,0,0.864492994,1,0
0.5,0,0.01369863,0.829983658,1,0
0.333333333,0.9348,0,0.855093837,1,0
0.5,0.8827,0,0.851747362,1,0
0.5,0.9817,0,0.746403214,1,0
0.5,0.6131,0.023809524,0.842139834,1,0
0.5,0.867,0.019354839,0.872082859,1,0
0.833333333,0.6696,0.005025126,0.912653045,0,0
0.5,0.6785,0.043478261,0.729471634,1,0
0.5,-0.0767,0,0.802218718,1,0
0.833333333,0.8555,0.009433962,0.897724108,1,0
0.5,0.674,0,0.776881551,1,0
0.5,0.3716,0,0.785232291,1,0
0.5,0.4215,0,0.653620871,1,0
0.5,0.5945,0,0.866149307,1,0
0.333333333,0.8478,0,0.864658626,1,0
0.5,0.6249,0,0.888904308,1,0
0.5,0.8016,0,0.84648613,1,0
0.5,0.9589,0.02173913,0.779053094,1,0
0.666666667,0.34,0.017094017,0.856123784,1,0
0.5,-0.4019,0,0.847764853,1,0
0.5,0.6808,0.004347826,0.873920364,1,0
0.666666667,0.9571,0,0.815734843,1,0
0.5,0.6696,0,0.855145081,1,0
0.666666667,0.9807,0,0.845434117,1,0
0.666666667,0.5719,0.003401361,0.857057508,1,0
0.5,0.92,0,0.622396138,1,0
0.5,0.9081,0.043478261,0.814894267,1,0
0.789473684,0.8391,0.001043841,0.90850226,0,0
0.5,0.4404,0,0.839645593,1,0
0.5,0.9665,0,0.831122642,1,0
0.5,0.5719,0.015873016,0.827648026,1,0
0.5,0.7506,0.006578947,0.908981768,1,0
0.5,0.7034,0,0.853906097,1,0
0.5,0.9255,0,0.818792698,1,0
0.5,0.8268,0,0.850009845,1,0
0.5,0.5719,0.014285714,0.810861293,1,0
0.5,0.8607,0.026315789,0.80370435,1,0
0.333333333,0.9167,0,0.876432558,1,0
0.5,0.9577,0,0.855882438,1,0
0.5,0.9712,0,0.814002015,1,0
0.5,0.924,0,0.783788249,1,0
0.5,0.8434,0.008547009,0.854571016,1,0
0.5,-0.7147,0,0.712728433,1,0
0.5,-0.4767,0.00625,0.866345647,1,0
0.5,0.4978,0,0.668785473,1,0
0.5,0.9704,0,0.707658305,1,0
0.5,0.6679,0,0.895115953,1,0
0.5,0.8707,0,0.580203624,1,0
0.5,0.2382,0.007874016,0.874604213,1,0
0.5,0.8752,0,0.898029811,1,0
0.666666667,0.9841,0.04,0.788712946,1,0
0.5,0.9728,0,0.641779357,1,0
0.5,0.9654,0.004914005,0.879859942,1,0
0.5,0.6679,0.032258065,0.743132446,1,0
0.5,0.8697,0,0.835466554,1,0
0.666666667,0.9492,0,0.868778217,1,0
0.5,0.974,0,0.753293808,1,0
0.666666667,0.3359,0,0.900667072,1,0
0.5,0,0.005509642,0.881504216,1,0
0.5,0.729,0,0.781002762,1,0
0.5,0.8684,0,0.835878025,1,0
0.25,0.9298,0.007840342,0.905934905,1,0
0.5,0.9359,0,0.62560579,1,0
0.75,0.8405,0.004002668,0.907483178,1,0
0.5,0.7906,0.019047619,0.904706383,1,0
0.5,0.6467,0,0.793927098,1,0
0.5,0.8483,0,0.739109945,1,0
0.5,0.8715,0,0.814012179,1,0
0.5,0.6784,0.011494253,0.846812936,1,0
0.666666667,0.705,0.005128205,0.882308136,1,0
0.333333333,0.9099,0,0.818693474,1,0
0.5,0.5719,0,0.625590449,1,0
0.5,0.7901,0.018867925,0.899177127,1,0
0.666666667,0.6476,0.005405405,0.875660336,1,0
0.793103448,0.6249,0.005420054,0.916924899,0,0
0.5,0.9239,0,0.738938108,1,0
0.95,0.9776,0.009237875,0.882989785,1,0
0.5,0.4588,0,0.851336884,1,0
0.5,0.8553,0,0.795399592,1,0
0.5,0.824,0,0.842583196,1,0
0.5,0.7717,0,0.877792149,1,0
0.5,0.9535,0,0.81881929,1,0
0.666666667,0.9829,0.005376344,0.84741647,1,0
0.5,0.7609,0,0.882935438,1,0
0.5,0.4588,0.033333333,0.780017124,1,0
0.5,-0.9076,0,0.731652053,1,0
0.5,0.765,0,0.756505451,1,0
0.5,0.8944,0.017241379,0.789268826,1,0
0.5,0.9334,0.011494253,0.8622253,1,0
0.666666667,0.8481,0.006666667,0.89833115,1,0
0.5,0.5719,0.015873016,0.867527068,1,0
0.5,0,0,0.870416792,1,0
0.5,0.8922,0.00621118,0.837682018,1,0
0.5,0.4939,0,0.787961726,1,0
0.5,0.4404,0,0.80097297,0,0
0.909090909,0.5719,0.004125838,0.916069257,1,0
0.333333333,0,0,0.837707048,1,0
0.5,-0.4767,0.004347826,0.886404557,1,0
0.5,0.9467,0,0.797734272,1,0
0.666666667,0.9382,0,0.876957004,0,0
0.5,0.7379,0,0.810178151,1,0
0.5,0.0772,0.01754386,0.800395303,1,0
0.5,0.6114,0,0.853677358,1,0
0.5,0.9557,0,0.785414946,1,0
0.5,0.8402,0,0.86214386,1,0
0.333333333,0.878,0,0.713586421,1,0
0.5,0.8745,0,0.632159057,1,0
0.5,0,0,0.847500758,1,0
0.666666667,0.9382,0.00678733,0.902104808,0,0
0.666666667,0.6588,0,0.867631092,1,0
0.5,0,0,0.823390213,1,0
0.5,0.8872,0,0.866196236,1,0
0.5,0.8271,0.01010101,0.845324354,1,0
0.666666667,0.8701,0.015873016,0.884806482,1,0
0.333333333,0.5719,0,0.649094909,1,0
0.5,0.5849,0.014440433,0.894408606,1,0
0.5,0,0.005649718,0.859925957,1,0
0.5,0.6219,0,0.836742914,1,0
0.5,0.8713,0,0.877088228,1,0
0.666666667,0.8617,0.005415162,0.890146593,1,0
0.333333333,0.9346,0,0.673149104,1,0
0.5,-0.9623,0,0.845352384,1,0
0.5,0,0,0.828254882,1,0
0.5,0.8268,0,0.794260145,1,0
0.5,0.765,0,0.868171933,1,0
0.5,0.4215,0,0.83861819,1,0
0.666666667,0,0,0.890523552,0,0
0.5,0.6249,0,0.851423735,1,0
0.75,0.5719,0,0.831692955,1,0
0.5,0.4574,0,0.840979466,1,0
0.5,-0.25,0,0.84946736,1,0
0.5,0.8555,0.005025126,0.882606177,1,0
0.666666667,0.8999,0.006024096,0.905461639,1,0
0.333333333,0.9115,0.003838772,0.905891702,1,0
0.5,0.6249,0,0.697330343,1,0
0.5,0.5574,0,0.857288116,1,0
0.666666667,0.7899,0.005025126,0.879055635,1,0
0.333333333,0.7506,0,0.62560579,1,0
0.5,0.8437,0,0.641779357,1,0
0.5,0.6369,0,0.787609601,1,0
0.5,0.7506,0.007633588,0.874124948,1,0
0.666666667,0.2574,0,0.828068611,1,0
0.8,0.8774,0,0.869055304,1,0
0.5,0.9823,0,0.879671189,1,0
0.5,0.9349,0,0.756250634,1,0
0.5,0.8346,0,0.790407885,1,0
0.666666667,-0.5256,0,0.840186912,1,0
0.857142857,0.6249,0,0.823448966,1,0
0.5,0,0,0.811114723,1,0
0.5,0.9403,0,0.752481596,1,0
0.5,0.9153,0,0.878943408,1,0
0.5,0.8555,0,0.838244213,0,0
0.5,0.8779,0.015625,0.865364747,1,0
0.5,-0.481,0.006622517,0.864737608,1,0
0.5,0.875,0,0.649094909,1,0
0.5,0.8976,0,0.865835762,1,0
0.666666667,0.6114,0,0.691892222,1,0
0.5,0.7184,0,0.814423027,1,0
0.5,0.0283,0.010416667,0.872393332,1,0
0.333333333,0.6892,0.006485084,0.910215021,1,0
0.5,0.6369,0,0.7407584,1,0
0.5,0.2263,0.004739336,0.861213008,1,0
0.192307692,0.8591,0,0.801142961,1,0
0.5,0.8481,0.027777778,0.804620749,1,0
0.5,0.9678,0,0.793214135,1,0
0.5,0.6697,0.010752688,0.84164085,1,0
0.666666667,0.7772,0,0.772959829,1,0
0.333333333,0,0,0.885877593,1,0
0.5,0.9658,0,0.858370498,1,0
0.5,0.9259,0.013333333,0.829363414,1,0
0.5,-0.1576,0.02173913,0.826843165,1,0
0.75,-0.34,0.007751938,0.827672383,0,0
0.5,0.9245,0,0.62560579,1,0
0.5,0.9329,0,0.859743633,1,0
0.666666667,0.7184,0,0.824377586,1,0
0.5,0.9633,0.011560694,0.861561273,1,0
0.666666667,-0.1828,0,0.854569643,1,0
0.5,0.9684,0,0.885847854,1,0
0.875,0.3612,0,0.858326849,1,0
0.5,0.945,0,0.875907644,1,0
0.636363636,0.873,0.001776199,0.895657787,1,0
0.5,0,0,0.668360681,1,0
0.5,0.4754,0.003472222,0.892311552,1,0
0.5,0.9441,0,0.649094909,1,0
0.5,0.8934,0,0.885237361,1,0
0.5,0.9313,0,0.830935875,1,0
0.666666667,0.4927,0.005586592,0.880802503,1,0
0.5,0.9287,0.02173913,0.754455109,1,0
0.5,0,0,0.881123826,1,0
0.5,0.6369,0,0.871042984,1,0
0.5,-0.1154,0.047619048,0.741821144,1,0
0.5,0.9606,0.052631579,0.784131586,1,0
0.5,0.7717,0.00304878,0.905252092,1,0
0.5,0.8176,0.009345794,0.835111559,1,0
0.5,0.9062,0,0.86164628,1,0
0.333333333,0.0785,0.004926108,0.858772577,1,0
0.5,0.9216,0.019230769,0.80678384,1,0
0.5,0,0,0.691101512,1,0
0.666666667,0.8481,0.012195122,0.876160742,1,0
0.5,0.5859,0,0.852871567,1,0
0.5,0,0,0.684945879,1,0
0.5,0.6696,0.007936508,0.817333468,1,0
0.714285714,0.9911,0.003984064,0.879227683,1,0
0.5,-0.8361,0,0.837978682,1,0
0.5,-0.6964,0.018867925,0.815762219,1,0
0.5,0.8405,0,0.672604488,1,0
0.666666667,0.6655,0.003030303,0.89484972,1,0
0.5,0.9094,0.007692308,0.873937956,1,0
0.5,0,0,0.776886778,0,0
0.666666667,0.2001,0.002150538,0.899148074,1,0
0.5,0.7496,0,0.863458501,1,0
0.5,0.3818,0,0.844493384,1,0
0.333333333,0.6114,0,0.86103158,1,0
0.5,0.8059,0,0.75702548,1,0
0.7,-0.7717,0.003533569,0.896838502,1,0
0.5,0.4404,0.009478673,0.871211303,1,0
0.5,0.5719,0,0.816126999,1,0
0.5,0.9735,0,0.627743612,1,0
0.333333333,0.5707,0.003174603,0.883931011,1,0
0.5,0.6696,0,0.898351469,1,0
0.5,0.9682,0,0.752601924,1,0
0.333333333,0.4404,0.008298755,0.852601234,1,0
0.666666667,0.9309,0,0.870469876,1,0
0.666666667,0,0,0.739619775,1,0
0.5,0.9589,0,0.695114471,1,0
0.5,0.8347,0,0.782984165,1,0
